This table contains all individual libraries processed,,,,,,,,,,,,,,,,,"Support for different branches based on sequences covering diagnostic positions. Each shows percent support calculted by the number of sequences covering diagnostic positions supporting the relative branch over the total sequences covering diagnostic positions. Significant assignments (lower 95% binomial confidence >10% support) indicated with ""**"". Note that internal branches were not considered for assignment to a lineage. ",,,,,,,,,,,,,
Lines with the same Index Library ID are due to multiple sequencing runs of the same library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All deamination rates were computed by looking at C->T substitutions on the three terminal positions of the 5' and 3' ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field sample ID,MPI-EVA Sample ID,Sub-sample/ Lysate ID,Indexed Library ID,Raw Sequences,Sequences ≥ 35 bp,"Mapped Sequences (≥ 35 bp, mapping quality ≥ 25)","Unique mapped sequences (≥ 35 bp, mapping quality ≥ 25)",% of sequences identified as hominin,Unique hominin sequences,Duplication rate,5' C->T substitutions [%],3' C->T substitutions [%],5' C->T substitutions [%] (95% binomial confidence intervals),3' C->T substitutions [%] (95% binomial confidence intervals),Ancient hominin mtDNA present, Number of deaminated sequences,Modern human support (all sequences),Modern human support (deaminated sequences only),Neanderthal-Hohlenstein-Stadel shared branch support (all sequences),Neanderthal-Hohlenstein-Stadel shared branch support (deaminated sequences only),Neanderthal support (all sequences),Neanderthal support (deaminated sequences only),Hohlenstein-Stadel support (all sequences),Hohlenstein-Stadel support (deaminated sequences only),Denisovan support (all sequences),Denisovan support (deaminated sequences only),Sima de los Huesos support (all sequences),Sima de los Huesos support (deaminated sequences only),Denisovan-Sima de los Huesos shared branch support (all sequences),Denisovan-Sima de los Huesos shared branch support (deaminated sequences only)
E176 ,SP7496,Lys3018,M5244,376393,237504,79131,15393,14.43,169,1.73,11.1,20,3.5-20.7,10.0-35.9,No,17,**90.5% (19 / 21),**60.0% (3 / 5),0.0% (0 / 12),0.0% (0 / 2),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 16),NA% (0 / 0),2.6% (1 / 39),NA% (0 / 0),0.0% (0 / 33),0.0% (0 / 1),*17.6% (6 / 34),*66.7% (2 / 3)
E175 ,SP7495,Lys3017,A27239,663540,418773,55482,7323,29.25,167,6.5,51.3,30.6,34.8-67.6,16.3-48.1,Yes,45,**29.4% (5 / 17),0.0% (0 / 5),**78.6% (11 / 14),**100.0% (3 / 3),**87.5% (7 / 8),100.0% (2 / 2),0.0% (0 / 16),0.0% (0 / 3),0.0% (0 / 29),0.0% (0 / 5),0.0% (0 / 23),0.0% (0 / 3),3.1% (1 / 32),0.0% (0 / 8)
E175 ,SP7495,Lys3017,M5243,421713,233542,84409,12756,69.96,1560,4.16,7.8,5.9,5.5-10.9,3.9-8.8,No,69,**90.5% (143 / 158),0.0% (0 / 5),7.3% (11 / 150),**80.0% (4 / 5),4.3% (4 / 92),100.0% (1 / 1),1.3% (2 / 153),0.0% (0 / 5),0.0% (0 / 328),0.0% (0 / 15),1.8% (5 / 273),0.0% (0 / 13),2.1% (8 / 390),0.0% (0 / 14)
E174 ,SP7494,Lys3015,M5241,407781,247358,72078,14083,32.64,390,2.93,8.2,11.4,3.7-13.7,6.3-19.7,No,32,**85.7% (30 / 35),25.0% (1 / 4),2.9% (1 / 35),33.3% (1 / 3),4.0% (1 / 25),NA% (0 / 0),0.0% (0 / 35),0.0% (0 / 2),0.0% (0 / 87),0.0% (0 / 9),0.0% (0 / 49),0.0% (0 / 2),0.0% (0 / 85),0.0% (0 / 6)
E174 ,SP7494,Lys3015,M5241,2404777,353791,49927,8461,63.47,285,9.11,6.7,4.8,2.2-14.9,1.0-13.5,No,11,**87.5% (28 / 32),0.0% (0 / 3),6.1% (2 / 33),50.0% (1 / 2),3.3% (1 / 30),0.0% (0 / 1),0.0% (0 / 30),0.0% (0 / 2),0.0% (0 / 71),0.0% (0 / 3),0.0% (0 / 48),0.0% (0 / 2),0.0% (0 / 75),0.0% (0 / 2)
E173 ,SP7493,Lys3014,M5240,385366,219221,68145,11832,17.1,176,2.51,2.3,0,0.0-8.0,0.0-8.2,No,4,**100.0% (19 / 19),NA% (0 / 0),0.0% (0 / 18),0.0% (0 / 1),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 47),0.0% (0 / 1),0.0% (0 / 25),0.0% (0 / 3),0.0% (0 / 35),NA% (0 / 0)
E173 ,SP7493,Lys3014,M5240,2262221,208955,23712,5136,51.14,157,8.15,0,0,0.0-9.5,0.0-10.6,No,2,**100.0% (18 / 18),NA% (0 / 0),0.0% (0 / 21),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 44),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 1),0.0% (0 / 36),0.0% (0 / 1)
E172 ,SP7492,Lys3013,M5239,413392,233117,74944,11792,13.62,134,3.08,16.7,6.1,7.9-31.9,0.5-15.3,No,13,**75.0% (6 / 8),NA% (0 / 0),20.0% (2 / 10),0.0% (0 / 1),0.0% (0 / 6),0.0% (0 / 2),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 22),0.0% (0 / 2),0.0% (0 / 19),0.0% (0 / 1),0.0% (0 / 34),0.0% (0 / 3)
E171 ,SP7491,Lys3012,M5238,420698,231545,86940,15445,7.54,97,1.74,0,4.8,0.0-16.8,0.0-15.5,No,2,**100.0% (13 / 13),NA% (0 / 0),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 9),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),4.5% (1 / 22),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),9.5% (2 / 21),0.0% (0 / 1)
E171 ,SP7491,Lys3012,M5238,2483908,174665,25497,7506,26.14,86,3.33,7.7,5.6,0.9-25.1,0.1-27.3,No,3,**100.0% (11 / 11),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 10),NA% (0 / 0),0.0% (0 / 22),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),3.8% (1 / 26),100.0% (1 / 1)
E170 ,SP7490,Lys3011,M5237,372177,225528,86894,16683,6.52,81,1.25,12.5,17.9,4.3-31.0,7.9-35.6,No,9,**100.0% (7 / 7),100.0% (1 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 3),0.0% (0 / 1),0.0% (0 / 12),0.0% (0 / 2),*25.0% (3 / 12),*66.7% (2 / 3),0.0% (0 / 17),0.0% (0 / 1),13.3% (2 / 15),50.0% (1 / 2)
E170 ,SP7490,Lys3011,M5237,2527088,228782,43122,10630,18.21,65,2.51,9.5,9.1,1.2-30.4,1.1-29.2,No,5,**100.0% (7 / 7),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),11.1% (1 / 9),50.0% (1 / 2),0.0% (0 / 7),0.0% (0 / 1),0.0% (0 / 16),0.0% (0 / 2)
E169 ,SP7489,Lys3010,M5236,2437714,152871,28705,7943,20.85,54,2.28,25,5.9,5.5-57.2,0.1-28.7,No,4,**100.0% (8 / 8),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 12),0.0% (0 / 1),0.0% (0 / 14),NA% (0 / 0),14.3% (2 / 14),0.0% (0 / 1)
E169 ,SP7489,Lys3010,M5236,393427,218345,88501,15364,7.36,82,1.51,18.2,18.5,7.3-38.5,5.9-32.5,No,11,*50.0% (2 / 4),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 11),0.0% (0 / 2),0.0% (0 / 9),0.0% (0 / 2),0.0% (0 / 16),0.0% (0 / 3),7.7% (1 / 13),0.0% (0 / 1)
E168 ,SP7488,Lys3009,M5235,475172,228001,94172,13772,34.61,515,2.45,4,5.2,1.7-9.0,2.4-10.8,No,15,**100.0% (45 / 45),**100.0% (2 / 2),0.0% (0 / 57),0.0% (0 / 5),0.0% (0 / 37),0.0% (0 / 1),0.0% (0 / 68),0.0% (0 / 2),0.0% (0 / 141),0.0% (0 / 4),0.0% (0 / 77),0.0% (0 / 4),1.7% (2 / 120),0.0% (0 / 1)
E168 ,SP7488,Lys3009,M5235,2715647,127690,24256,5728,75.52,432,7.79,4,5,1.1-9.9,1.9-10.6,No,16,**100.0% (47 / 47),100.0% (2 / 2),0.0% (0 / 61),0.0% (0 / 2),0.0% (0 / 35),0.0% (0 / 1),0.0% (0 / 67),0.0% (0 / 2),0.0% (0 / 126),0.0% (0 / 2),0.0% (0 / 81),0.0% (0 / 2),1.7% (2 / 116),40.0% (2 / 5)
E167 ,SP7487,Lys3008,M5230,367028,204282,65240,10512,51.93,726,3.58,2.3,0,0.9-5.8,0.0-2.1,No,10,**98.5% (66 / 67),NA% (0 / 0),0.0% (0 / 72),0.0% (0 / 2),0.0% (0 / 53),NA% (0 / 0),2.4% (2 / 82),0.0% (0 / 2),0.0% (0 / 159),0.0% (0 / 2),0.0% (0 / 100),0.0% (0 / 1),0.0% (0 / 176),0.0% (0 / 1)
E166 ,SP7486,Lys3007,M5229,451478,243505,88758,13691,42.28,748,2.58,3.4,1.9,1.6-7.2,0.7-5.6,No,11,**98.6% (71 / 72),**100.0% (2 / 2),0.0% (0 / 96),0.0% (0 / 2),0.0% (0 / 57),0.0% (0 / 1),1.3% (1 / 76),NA% (0 / 0),0.0% (0 / 168),NA% (0 / 0),0.0% (0 / 129),0.0% (0 / 1),0.6% (1 / 179),100.0% (1 / 1)
E166 ,SP7486,Lys3007,M5229,2601071,198928,29454,6024,79.14,702,8.39,3.4,3.3,1.3-7.4,1.1-7.6,No,14,**100.0% (76 / 76),NA% (0 / 0),0.0% (0 / 110),0.0% (0 / 3),0.0% (0 / 59),0.0% (0 / 1),1.3% (1 / 79),NA% (0 / 0),0.0% (0 / 190),NA% (0 / 0),0.8% (1 / 128),NA% (0 / 0),1.0% (2 / 205),40.0% (2 / 5)
E165 ,SP7485,Lys3006,M5228,2330172,323820,43603,8332,56.71,245,6.62,15.3,14.3,7.2-27.0,7.1-24.7,No,25,**88.2% (30 / 34),33.3% (1 / 3),6.7% (2 / 30),NA% (0 / 0),7.7% (1 / 13),100.0% (1 / 1),0.0% (0 / 34),NA% (0 / 0),1.2% (1 / 83),0.0% (0 / 6),0.0% (0 / 37),0.0% (0 / 5),1.6% (1 / 64),0.0% (0 / 7)
E165 ,SP7485,Lys3006,M5228,382742,236330,70830,15293,24.9,320,1.98,18.8,14.1,10.2-28.0,8.4-22.7,No,33,**89.7% (26 / 29),100.0% (1 / 1),10.0% (3 / 30),NA% (0 / 0),20.0% (3 / 15),**100.0% (2 / 2),0.0% (0 / 40),NA% (0 / 0),0.0% (0 / 91),0.0% (0 / 8),0.0% (0 / 43),0.0% (0 / 5),1.3% (1 / 75),0.0% (0 / 6)
E164 ,SP7484,Lys3005,M5227,371426,212258,71371,12868,32.39,376,2.9,14.9,8,8.9-23.9,3.2-14.1,No,27,**95.7% (44 / 46),*66.7% (2 / 3),7.1% (3 / 42),**100.0% (3 / 3),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 2),2.7% (2 / 74),25.0% (1 / 4),0.0% (0 / 46),0.0% (0 / 1),1.2% (1 / 84),0.0% (0 / 3)
E164 ,SP7484,Lys3005,M5227,2425130,258855,43405,7514,65.73,305,10.61,8.8,10.8,3.3-18.2,4.8-20.2,No,17,**97.7% (43 / 44),100.0% (3 / 3),2.4% (1 / 41),0.0% (0 / 2),4.8% (1 / 21),NA% (0 / 0),0.0% (0 / 36),0.0% (0 / 1),1.5% (1 / 65),33.3% (1 / 3),0.0% (0 / 50),0.0% (0 / 1),1.2% (1 / 80),0.0% (0 / 3)
E163 ,SP7483,Lys3004,M5226,2386806,200919,26990,5681,67.18,346,9.28,2.4,0,0.3-8.4,0.0-4.1,No,2,**100.0% (34 / 34),NA% (0 / 0),0.0% (0 / 42),NA% (0 / 0),0.0% (0 / 25),NA% (0 / 0),0.0% (0 / 38),NA% (0 / 0),0.0% (0 / 100),NA% (0 / 0),2.2% (1 / 45),NA% (0 / 0),0.0% (0 / 96),NA% (0 / 0)
E163 ,SP7483,Lys3004,M5226,375672,208907,71698,12040,32.24,343,2.75,1.2,1.1,0.0-4.4,0.0-4.0,No,3,**100.0% (35 / 35),NA% (0 / 0),0.0% (0 / 37),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 35),NA% (0 / 0),0.0% (0 / 78),NA% (0 / 0),2.4% (1 / 42),NA% (0 / 0),0.0% (0 / 71),NA% (0 / 0)
E162 ,SP7482,Lys3003,M5225,409662,224274,91899,14720,13.34,188,1.78,4.3,0,0.4-11.3,0.0-7.1,No,6,**90.0% (18 / 20),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 12),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0),0.0% (0 / 49),NA% (0 / 0),0.0% (0 / 27),NA% (0 / 0),4.8% (2 / 42),NA% (0 / 0)
E162 ,SP7482,Lys3003,M5225,2504272,180486,34773,8474,38.67,186,4.93,0,0,0.0-8.4,0.0-7.1,No,6,**94.4% (17 / 18),NA% (0 / 0),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 1),0.0% (0 / 30),NA% (0 / 0),0.0% (0 / 40),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),3.3% (2 / 60),NA% (0 / 0)
E161 ,SP7481,Lys3002,M5224,368226,34130,6105,3873,15.38,14,1.29,0,33.3,0.0-84.2,0.8-90.6,No,2,**100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),25.0% (1 / 4),100.0% (1 / 1)
E161 ,SP7481,Lys3002,M5224,348399,213063,80072,16792,3.15,37,1.24,22.2,16.7,2.0-43.5,4.7-44.8,No,6,50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 1),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),*30.0% (3 / 10),100.0% (1 / 1),0.0% (0 / 7),0.0% (0 / 3),50.0% (1 / 2),NA% (0 / 0)
E160 ,SP7480,Lys3001,M5223,360843,191573,77452,13568,22.24,228,2.36,13.6,4.2,5.9-22.5,1.2-14.0,No,10,**100.0% (14 / 14),100.0% (1 / 1),3.8% (1 / 26),NA% (0 / 0),0.0% (0 / 14),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0),1.6% (1 / 63),0.0% (0 / 2),0.0% (0 / 28),0.0% (0 / 1),4.3% (2 / 46),NA% (0 / 0)
E159 ,SP7479,Lys3000,A27238,460751,188379,5526,439,100,160,12.68,81.5,50.8,68.6-90.7,37.9-63.6,Yes,91,20.0% (1 / 5),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 8),0.0% (0 / 7),0.0% (0 / 5),0.0% (0 / 5),0.0% (0 / 2),**93.8% (15 / 16),**100.0% (8 / 8),4.3% (1 / 23),0.0% (0 / 17),**96.6% (28 / 29),**100.0% (15 / 15)
E159 ,SP7479,Lys3000,M5222,357740,161244,49531,3112,95.65,1078,17.64,60.2,45.3,55.1-65.0,39.7-50.4,Yes,501,*17.6% (9 / 51),0.0% (0 / 12),1.1% (1 / 94),2.4% (1 / 41),0.0% (0 / 42),0.0% (0 / 19),0.0% (0 / 87),0.0% (0 / 33),**82.8% (101 / 122),**98.1% (52 / 53),0.0% (0 / 124),0.0% (0 / 54),**87.0% (147 / 169),**93.2% (69 / 74)
E158 ,SP7478,Lys2999,M5221,336503,200680,73165,14907,14.22,162,1.35,2.2,2.6,0.0-7.7,0.0-9.0,No,4,**100.0% (16 / 16),**100.0% (2 / 2),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 16),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 2),0.0% (0 / 33),NA% (0 / 0)
E158 ,SP7478,Lys2999,M5221,2217983,192316,29496,8698,45.93,192,3.18,1.9,2,0.0-9.9,0.1-10.9,No,3,**100.0% (24 / 24),NA% (0 / 0),0.0% (0 / 20),NA% (0 / 0),0.0% (0 / 21),NA% (0 / 0),0.0% (0 / 26),NA% (0 / 0),0.0% (0 / 38),0.0% (0 / 1),0.0% (0 / 26),0.0% (0 / 1),0.0% (0 / 54),0.0% (0 / 2)
E157 ,SP7477,Lys2998,M5220,2493331,187770,29657,7460,46.57,163,4.18,0,0,0.0-8.4,0.0-8.2,No,5,**100.0% (18 / 18),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 15),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 31),NA% (0 / 0),0.0% (0 / 51),NA% (0 / 0)
E157 ,SP7477,Lys2998,M5220,398387,225496,86640,14901,15.73,166,1.58,4.1,6.5,0.4-10.7,1.2-14.5,No,9,**92.3% (12 / 13),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 18),NA% (0 / 0),0.0% (0 / 17),0.0% (0 / 1),0.0% (0 / 40),0.0% (0 / 1),0.0% (0 / 24),0.0% (0 / 1),2.4% (1 / 42),NA% (0 / 0)
E156 ,SP7476,Lys2997,M5219,2283070,194472,30737,7205,58.04,278,6.37,0,0,0.0-5.4,0.0-5.4,No,2,**100.0% (35 / 35),100.0% (1 / 1),0.0% (0 / 43),0.0% (0 / 1),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 36),NA% (0 / 0),0.0% (0 / 64),0.0% (0 / 1),0.0% (0 / 52),0.0% (0 / 1),0.0% (0 / 89),NA% (0 / 0)
E156 ,SP7476,Lys2997,M5219,341764,193755,69995,13194,24,283,2.17,1.4,2.8,0.2-7.4,0.2-7.6,No,8,**100.0% (35 / 35),100.0% (1 / 1),0.0% (0 / 29),NA% (0 / 0),0.0% (0 / 23),NA% (0 / 0),0.0% (0 / 28),NA% (0 / 0),0.0% (0 / 66),NA% (0 / 0),0.0% (0 / 54),0.0% (0 / 3),1.4% (1 / 70),0.0% (0 / 1)
E155 ,SP7475,Lys2995,M5217,373299,204232,77449,12472,12.89,120,2.58,0,0,0.0-11.7,0.0-10.4,No,1,**100.0% (11 / 11),NA% (0 / 0),0.0% (0 / 13),NA% (0 / 0),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 24),0.0% (0 / 1),0.0% (0 / 17),NA% (0 / 0),0.0% (0 / 33),NA% (0 / 0)
E154 ,SP7474,Lys2994,M5216,2406950,277543,43245,10553,20.15,83,2.9,3.7,14.3,0.1-19.0,3.0-36.3,No,4,**88.9% (8 / 9),NA% (0 / 0),0.0% (0 / 13),0.0% (0 / 1),0.0% (0 / 6),NA% (0 / 0),11.1% (1 / 9),NA% (0 / 0),0.0% (0 / 19),NA% (0 / 0),0.0% (0 / 11),NA% (0 / 0),0.0% (0 / 24),NA% (0 / 0)
E154 ,SP7474,Lys2994,M5216,399047,261084,90531,16462,6.88,90,1.49,0,10.5,0.0-10.7,2.9-31.4,No,3,**88.9% (8 / 9),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),5.6% (1 / 18),100.0% (1 / 1),0.0% (0 / 14),NA% (0 / 0),10.0% (2 / 20),100.0% (1 / 1)
E153 ,SP7473,Lys2993,M5215,351769,206752,75325,14145,2.65,31,2.13,28.6,40,8.2-64.1,11.8-76.9,No,4,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 2),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 2),0.0% (0 / 4),NA% (0 / 0)
E153 ,SP7473,Lys2993,M5215,2266864,192287,27231,6487,10.36,26,3.5,33.3,16.7,4.3-77.7,0.4-64.1,No,3,**75.0% (3 / 4),NA% (0 / 0),0.0% (0 / 2),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),0.0% (0 / 2),0.0% (0 / 1),0.0% (0 / 8),0.0% (0 / 1),0.0% (0 / 5),0.0% (0 / 1),0.0% (0 / 9),NA% (0 / 0)
E152,SP7472,Lys2991,M5115,1434681,804772,319987,22312,4.04,69,2.81,50,41.7,24.7-75.3,15.2-72.3,Yes,19,100.0% (2 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 1),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),33.3% (4 / 12),100.0% (2 / 2),0.0% (0 / 7),0.0% (0 / 2),30.0% (3 / 10),100.0% (1 / 1)
E152,SP7472,Lys2991,M5115,10941,791,151,146,NA,0,NA,NA,NA,NA,NA,No,0,NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0),NA% (0 / 0)
E151,SP7471,Lys2990,M5114,1303383,709246,283335,18411,3.98,55,4.29,46.7,37.5,21.3-73.4,15.2-64.6,Yes,15,50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 5),0.0% (0 / 4),25.0% (1 / 4),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),0.0% (0 / 6),NA% (0 / 0),42.9% (3 / 7),100.0% (1 / 1)
E150,SP7470,Lys2989,M5113,737664,372533,128979,8527,51.29,379,10.88,58.3,46.6,49.0-67.3,37.2-56.0,Yes,170,7.7% (1 / 13),0.0% (0 / 5),17.6% (3 / 17),11.1% (1 / 9),0.0% (0 / 18),0.0% (0 / 9),0.0% (0 / 27),0.0% (0 / 11),**81.2% (39 / 48),**86.4% (19 / 22),0.0% (0 / 39),0.0% (0 / 19),**68.4% (54 / 79),**73.5% (25 / 34)
E149,SP7469,Lys2988,M5112,1232655,665742,266720,17669,6.59,73,5.15,56.2,44.4,29.9-80.2,21.5-69.2,Yes,19,50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 1),30.8% (4 / 13),100.0% (2 / 2),0.0% (0 / 11),0.0% (0 / 3),33.3% (4 / 12),25.0% (1 / 4)
E148,SP7468,Lys2987,M5111,1517804,812239,319071,22688,5.38,84,2.08,79.2,60,57.8-92.9,40.6-77.3,Yes,40,50.0% (1 / 2),NA% (0 / 0),0.0% (0 / 7),0.0% (0 / 5),0.0% (0 / 4),0.0% (0 / 3),0.0% (0 / 8),0.0% (0 / 6),**47.4% (9 / 19),**85.7% (6 / 7),0.0% (0 / 9),0.0% (0 / 3),**58.3% (7 / 12),**80.0% (4 / 5)
E147,SP7467,Lys2986,M5110,1160597,498647,94333,2885,61.87,86,76.21,51.7,17.9,32.5-70.6,6.1-36.9,No,29,100.0% (1 / 1),NA% (0 / 0),0.0% (0 / 14),0.0% (0 / 3),11.1% (1 / 9),33.3% (1 / 3),33.3% (1 / 3),0.0% (0 / 1),**46.2% (6 / 13),**100.0% (3 / 3),0.0% (0 / 9),0.0% (0 / 5),**45.5% (5 / 11),50.0% (1 / 2)
E146,SP7466,Lys2985,A27237,330017,129057,2399,480,100,99,5.45,39.1,46.7,19.7-61.5,28.3-65.7,Yes,28,**100.0% (3 / 3),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 2),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 8),0.0% (0 / 1),**57.9% (11 / 19),**100.0% (4 / 4),0.0% (0 / 7),0.0% (0 / 3),**66.7% (6 / 9),100.0% (1 / 1)
E146,SP7466,Lys2985,M5109,1240563,596594,186139,4352,97.12,1283,65.61,14.5,13.4,10.9-18.8,9.8-17.6,No,122,**88.7% (94 / 106),0.0% (0 / 5),0.0% (0 / 156),0.0% (0 / 10),0.0% (0 / 84),0.0% (0 / 7),0.0% (0 / 135),0.0% (0 / 16),**14.6% (36 / 246),**77.3% (17 / 22),1.3% (3 / 230),0.0% (0 / 17),12.4% (41 / 331),**45.0% (9 / 20)
E145,SP7465,Lys2984,M5103,1131496,560167,217221,12458,22.32,231,13.13,69.6,53.4,55.9-81.2,39.9-66.7,Yes,90,0.0% (0 / 11),0.0% (0 / 2),9.1% (1 / 11),0.0% (0 / 3),0.0% (0 / 8),0.0% (0 / 4),0.0% (0 / 15),0.0% (0 / 6),**70.3% (26 / 37),**70.6% (12 / 17),0.0% (0 / 23),0.0% (0 / 8),**79.5% (31 / 39),**80.0% (8 / 10)
E144,SP7464,Lys2983,M5102,1286892,655516,270579,17795,78.38,3454,10.03,5.8,4.1,4.3-7.5,2.9-5.6,No,138,**96.2% (355 / 369),28.6% (2 / 7),1.7% (6 / 353),25.0% (3 / 12),0.0% (0 / 190),0.0% (0 / 3),0.3% (1 / 293),0.0% (0 / 11),1.2% (8 / 687),17.6% (3 / 17),0.2% (1 / 544),0.0% (0 / 24),1.9% (16 / 864),**22.9% (8 / 35)
E143,SP7463,Lys2982,M5101,1449759,766406,311685,16553,6.89,69,6.65,27.8,31.2,9.7-53.5,11.0-58.7,No,14,**75.0% (3 / 4),0.0% (0 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 3),NA% (0 / 0),0.0% (0 / 4),NA% (0 / 0),18.2% (2 / 11),50.0% (1 / 2),0.0% (0 / 9),0.0% (0 / 1),18.8% (3 / 16),100.0% (1 / 1)
E142,SP7462,Lys2981,M5100,1267469,664889,270425,14325,17.22,180,10.84,12.1,7.5,3.4-28.2,2.1-18.2,No,19,**94.7% (18 / 19),0.0% (0 / 1),0.0% (0 / 10),0.0% (0 / 1),0.0% (0 / 8),NA% (0 / 0),0.0% (0 / 17),NA% (0 / 0),7.1% (2 / 28),0.0% (0 / 2),0.0% (0 / 23),0.0% (0 / 2),2.9% (1 / 34),0.0% (0 / 1)
E141,SP7461,Lys2980,M5099,1365778,727428,290858,17882,6.71,93,4.98,27.3,25,10.7-50.2,8.7-49.1,No,18,**77.8% (7 / 9),NA% (0 / 0),0.0% (0 / 4),0.0% (0 / 1),0.0% (0 / 5),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 2),16.7% (3 / 18),50.0% (2 / 4),0.0% (0 / 6),NA% (0 / 0),16.0% (4 / 25),100.0% (1 / 1)
E140,SP7460,Lys2978,M5097,1308927,602474,143855,3982,82.1,587,55.59,45.5,38.7,38.0-53.1,31.4-46.4,Yes,218,**25.0% (8 / 32),0.0% (0 / 8),2.1% (1 / 47),4.5% (1 / 22),0.0% (0 / 24),0.0% (0 / 10),0.0% (0 / 49),0.0% (0 / 20),**53.1% (34 / 64),**100.0% (12 / 12),1.5% (1 / 68),0.0% (0 / 27),**66.4% (71 / 107),**84.0% (21 / 25)
E139,SP7459,Lys2977,A27236,421901,223909,1387,481,100,61,3.64,28.6,33.3,8.4-58.1,7.5-70.1,No,9,50.0% (2 / 4),NA% (0 / 0),0.0% (0 / 7),NA% (0 / 0),0.0% (0 / 6),0.0% (0 / 2),0.0% (0 / 3),NA% (0 / 0),10.0% (1 / 10),NA% (0 / 0),0.0% (0 / 10),0.0% (0 / 1),7.7% (1 / 13),NA% (0 / 0)
