RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.F.2722	3254169	3234947	2531932	852	0.003233	12.0	f	2371	Carnivora	Mustelidae	Mustela_kathiah	best	313	0.132	190	1.6473	1394	186	1350	0.17	++	34	59	40.0 (24.9,56.7)	43.9 (28.5,60.3)	0.0 (0.0,60.2)	0.0 (0.0,60.2)	200316_D00829_0327.lane1	40	0.08413301949423622	0.45868791115939406	0.3330374793359451	0.25262327730197803
Cap.F.2722	3254169	3234947	2531932	8809	0.01509	67.9	f	67886	Artiodactyla	Bovidae	Ovis_ammon_ammon	best	41014	0.6041	15964	2.5691	6323	14172	6137	13.29	++	1821	3034	40.9 (39.1,42.7)	20.5 (19.1,22.0)	40.0 (31.7,48.8)	19.7 (15.2,24.9)	200316_D00829_0327.lane1	40	0.38161627135011167	38.53944112499246	0.9999999999999983	0.3816162713501123
Cap.F.2722	3254169	3234947	2531932	987	0.00187	31.9	f	5650	Primates	Cercopithecidae	Macaca_nigra	best	2092	0.3702	1040	2.0115	1152	1026	1132	0.96	++	171	352	37.1 (30.7,43.7)	40.5 (34.3,46.9)	44.4 (25.5,64.7)	57.1 (34.0,78.2)	200316_D00829_0327.lane1	40	0.06952743074416078	2.510712776872473	0.8910601497871444	0.07802776362602393
Cap.F.2724	3068329	3047377	2439359	1002	0.001899	28.8	f	4325	Primates	Cercopithecidae	Macaca_sylvanus	best	1714	0.3963	827	2.0725	1082	783	1056	0.82	++	133	246	34.2 (27.6,41.3)	35.8 (29.2,42.9)	35.3 (14.2,61.7)	35.3 (14.2,61.7)	200316_D00829_0327.lane1	40	0.06530267366769268	1.9964994869937835	0.8284548955104525	0.07882465783180198
Cap.F.2724	3068329	3047377	2439359	1185	0.01279	15.2	f	2703	Carnivora	Ursidae	Ursus_arctos	best	1348	0.4987	699	1.9284	2585	614	2398	0.64	++	81	140	30.2 (22.3,39.0)	31.5 (24.1,39.7)	30.0 (6.7,65.2)	21.4 (4.7,50.8)	200316_D00829_0327.lane1	40	0.15601424346671494	1.6874886836864023	0.7746391779485634	0.2014024695728395
Cap.F.2724	3068329	3047377	2439359	133	0.0009336	7.92	f	220	Primates	Pitheciidae	Plecturocebus_donacophilus	best	53	0.2409	32	1.6562	415	29	396	0.03	-	2	12	33.3 (0.8,90.6)	12.5 (0.3,52.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.025046774096203754	0.07725270082684531	0.0659395627124364	0.37984440699786226
Cap.F.2724	3068329	3047377	2439359	1386	0.02934	45.1	f	5493	Proboscidea	Elephantidae	Mammuthus_columbi	best	5153	0.9381	2542	2.0271	2727	2542	2727	2.68	++	415	667	46.9 (42.7,51.2)	26.0 (22.6,29.6)	37.5 (21.1,56.3)	17.9 (9.6,29.2)	200316_D00829_0327.lane1	40	0.1645844649646931	6.136761421932524	0.9955673617727724	0.16531725655572238
Cap.F.2724	3068329	3047377	2439359	1403	0.002508	18.1	f	4968	Rodentia	Sciuridae	Dremomys_rufigenis	best	1223	0.2461	607	2.0148	1420	499	1339	0.52	++	90	154	37.3 (26.4,49.3)	53.1 (44.1,62.0)	66.7 (29.9,92.5)	50.0 (21.1,78.9)	200316_D00829_0327.lane1	40	0.08570221497978152	1.4653871688092222	0.7258107918073324	0.11807790122047579
Cap.F.2724	3068329	3047377	2439359	144	0.001702	9.65	f	290	Primates	Atelidae	Alouatta_palliata	best	42	0.1448	25	1.68	453	25	453	0.02	-	4	7	37.5 (8.5,75.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.027340213652000723	0.0603536725209729	0.05189715169264941	0.5268153021945735
Cap.F.2724	3068329	3047377	2439359	144	0.003105	33.9	f	953	Artiodactyla	Suidae	Sus_celebensis	best	344	0.3609	170	2.0235	619	168	510	0.17	++	27	51	89.5 (66.9,98.7)	40.0 (21.1,61.3)	N/A (N/A,N/A)	0.0 (0.0,70.8)	200316_D00829_0327.lane1	40	0.037358923290482224	0.4104049731426157	0.303987452842404	0.12289626739906986
Cap.F.2724	3068329	3047377	2439359	150	0.001614	13.5	f	236	Artiodactyla	Delphinidae	Pseudorca_crassidens	best	95	0.4025	48	1.9791	330	30	303	0.03	++	6	8	36.4 (10.9,69.2)	50.0 (11.8,88.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	200316_D00829_0327.lane1	40	0.019916711931921058	0.11587905124026797	0.09726045687237139	0.20477707562135422
Cap.F.2724	3068329	3047377	2439359	157	0.002099	41.8	f	1217	Artiodactyla	Ziphiidae	Mesoplodon_bidens	best	611	0.502	300	2.0366	714	287	699	0.3	+	23	39	30.0 (17.9,44.6)	13.6 (6.0,25.0)	0.0 (0.0,84.2)	0.0 (0.0,60.2)	200316_D00829_0327.lane1	40	0.043092522179974654	0.7242440702516748	0.472447827881307	0.09121117642390936
Cap.F.2724	3068329	3047377	2439359	1574	0.007827	14.2	f	5982	Carnivora	Felidae	Panthera_uncia	best	4139	0.6919	1654	2.5024	2851	1591	2661	1.68	++	320	555	47.5 (42.3,52.7)	36.2 (31.7,40.9)	40.0 (24.9,56.7)	33.3 (20.4,48.4)	200316_D00829_0327.lane1	40	0.17206832035729375	3.992998973987567	0.9705722771256702	0.17728542676581546
Cap.F.2724	3068329	3047377	2439359	163	0.001661	108.0	f	2853	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	1726	0.6049	633	2.7266	564	633	564	0.66	+	57	102	56.0 (44.1,67.5)	15.0 (8.8,23.1)	100.0 (2.5,100.0)	16.7 (0.4,64.1)	200316_D00829_0327.lane1	40	0.034039471301828716	1.528154988231034	0.7405939941741049	0.04596239176877046
Cap.F.2724	3068329	3047377	2439359	163	0.003773	13.9	f	359	Primates	Tarsiidae	Tarsius_lariang	best	104	0.2896	61	1.7049	771	61	771	0.06	-	2	4	20.0 (0.5,71.6)	8.3 (0.2,38.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.046532681513670106	0.1472629609511739	0.12193371655191176	0.381622760541867
Cap.F.2724	3068329	3047377	2439359	177	0.002248	13.6	f	503	Pholidota	Manidae	Manis_pentadactyla_pentadactyla	best	249	0.495	122	2.0409	694	121	658	0.12	++	23	34	37.5 (21.1,56.3)	37.5 (21.1,56.3)	33.3 (0.8,90.6)	50.0 (1.3,98.7)	200316_D00829_0327.lane1	40	0.04188544872955519	0.2945259219023478	0.22899960187166157	0.18290620764061016
Cap.F.2724	3068329	3047377	2439359	1789	0.03872	50.3	f	11739	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	10748	0.9155	5109	2.1037	4822	5084	4701	5.36	++	794	1233	44.4 (41.6,47.2)	26.6 (23.9,29.4)	46.0 (33.4,59.1)	23.6 (16.4,32.1)	200316_D00829_0327.lane1	40	0.2910254088961313	12.333876516386022	0.9999813714082	0.2910308303906719
Cap.F.2724	3068329	3047377	2439359	184	0.002743	11.0	f	417	Carnivora	Otariidae	Arctocephalus_townsendi	best	148	0.3549	81	1.8271	748	74	737	0.07	+	10	17	46.2 (19.2,74.9)	23.5 (6.8,49.9)	N/A (N/A,N/A)	0.0 (0.0,70.8)	200316_D00829_0327.lane1	40	0.04514454704568773	0.1955458989679522	0.15858226391132657	0.28467588954923057
Cap.F.2724	3068329	3047377	2439359	205	0.002931	41.2	f	1808	Primates	Lemuridae	Eulemur_rubriventer	best	375	0.2074	163	2.3006	606	160	460	0.16	+	16	40	10.0 (2.1,26.5)	37.1 (21.5,55.1)	0.0 (0.0,70.8)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.03657432554770958	0.39350594483674334	0.2935237891735971	0.12460429749385196
Cap.F.2724	3068329	3047377	2439359	2105	0.01663	18.7	f	4856	Carnivora	Canidae	Canis_lupus_familiaris	best	4080	0.8401	2245	1.8173	3018	2124	2937	2.24	++	363	595	46.0 (41.5,50.5)	28.2 (24.5,32.3)	55.2 (35.7,73.6)	24.6 (14.8,36.9)	200316_D00829_0327.lane1	40	0.18214738366829622	5.419759792383367	0.9916512871080247	0.18368088262104393
Cap.F.2724	3068329	3047377	2439359	211	0.001931	9.68	f	278	Lagomorpha	Leporidae	Lepus_americanus	best	120	0.4316	69	1.7391	718	67	667	0.07	++	12	17	35.7 (12.8,64.9)	41.2 (18.4,67.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.04333393687005854	0.16657613615788522	0.13678089129341575	0.3168127979009924
Cap.F.2724	3068329	3047377	2439359	213	0.00188	9.26	f	157	Cingulata	Chlamyphoridae	Calyptophractus_retusus	best	29	0.1847	20	1.45	489	20	489	0.02	-	3	6	33.3 (0.8,90.6)	40.0 (5.3,85.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.029512945862755748	0.04828293801677832	0.04173779138346967	0.7071036795311696
Cap.F.2724	3068329	3047377	2439359	220	0.003083	31.4	f	1379	Eulipotyphla	Erinaceidae	Hylomys_suillus	best	171	0.124	78	2.1923	602	77	592	0.08	++	14	23	46.7 (21.3,73.4)	36.8 (16.3,61.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.03633291085762569	0.18830345826543546	0.15318409180391768	0.23718462165205378
Cap.F.2724	3068329	3047377	2439359	2428	0.01228	26.2	f	9723	Artiodactyla	Cervidae	Cervus_nippon_hortulorum	best	6784	0.6977	2953	2.2973	3407	2917	3389	3.08	++	389	709	46.0 (41.9,50.0)	19.3 (16.3,22.6)	46.2 (26.6,66.6)	19.7 (10.6,31.8)	200316_D00829_0327.lane1	40	0.2056249622789547	7.128975798177319	0.9981542796236171	0.20600519025625127
Cap.F.2724	3068329	3047377	2439359	246	0.002718	21.8	f	1350	Carnivora	Phocidae	Monachus_monachus	best	583	0.4318	291	2.0034	652	291	652	0.3	++	51	88	44.2 (29.1,60.1)	49.4 (37.8,61.0)	85.7 (42.1,99.6)	100.0 (54.1,100.0)	200316_D00829_0327.lane1	40	0.03935059448367433	0.7025167481441246	0.4622289078359245	0.0851322663221281
Cap.F.2724	3068329	3047377	2439359	250	0.002109	44.0	f	1760	Dasyuromorphia	Dasyuridae	Antechinus_arktos	best	264	0.15	161	1.6397	336	111	153	0.11	++	14	20	40.0 (19.1,63.9)	29.2 (12.6,51.1)	100.0 (2.5,100.0)	25.0 (0.6,80.6)	200316_D00829_0327.lane1	40	0.020278833967046894	0.38867765103506546	0.29050538046002305	0.06980536448218211
Cap.F.2724	3068329	3047377	2439359	258	0.001127	13.0	f	1369	Rodentia	Echimyidae	Proechimys_roberti	best	283	0.2067	139	2.0359	511	139	511	0.14	+	9	28	24.1 (10.3,43.5)	10.5 (1.3,33.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.030840726658217153	0.33556641921660935	0.2564395027255485	0.12026511645214075
Cap.F.2724	3068329	3047377	2439359	270	0.005264	10.9	f	711	Carnivora	Eupleridae	Galidia_elegans	best	416	0.585	227	1.8325	1157	227	1157	0.23	++	40	62	51.9 (37.8,65.7)	20.3 (11.3,32.2)	50.0 (1.3,98.7)	12.5 (0.3,52.7)	200316_D00829_0327.lane1	40	0.06982919910676565	0.5480113464904339	0.38362147710676	0.18202630268099543
Cap.F.2724	3068329	3047377	2439359	271	0.001608	38.9	f	2407	Primates	Lepilemuridae	Lepilemur_otto	best	1713	0.7116	506	3.3853	1037	506	1037	0.53	++	86	158	55.6 (44.7,66.0)	26.8 (19.6,35.0)	25.0 (0.6,80.6)	8.3 (0.2,38.5)	200316_D00829_0327.lane1	40	0.0625867584042489	1.2215583318244916	0.659940952387103	0.09483690651089834
Cap.F.2724	3068329	3047377	2439359	285	0.002079	21.8	f	752	Rodentia	Spalacidae	Myospalax_aspalax	best	82	0.109	42	1.9523	731	42	731	0.04	+	5	9	36.4 (10.9,69.2)	20.0 (0.5,71.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.04411853461283119	0.10139416983523447	0.08564012798682108	0.5151619416031287
Cap.F.2724	3068329	3047377	2439359	297	0.002975	6.92	f	267	Didelphimorphia	Didelphidae	Didelphis_marsupialis	best	56	0.2097	28	2.0	271	25	209	0.02	+	8	10	75.0 (34.9,96.8)	28.6 (3.7,71.0)	N/A (N/A,N/A)	0.0 (0.0,84.2)	200316_D00829_0327.lane1	40	0.016355845253183655	0.06759611322348964	0.057940994635551024	0.28228450954392403
Cap.F.2724	3068329	3047377	2439359	299	0.003263	26.6	f	1069	Rodentia	Dipodidae	Sicista_strandi	best	171	0.1599	89	1.9213	573	89	573	0.09	+	10	21	46.7 (21.3,73.4)	15.4 (4.4,34.9)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	200316_D00829_0327.lane1	40	0.034582654354517475	0.21485907417466352	0.17280975037083568	0.20011980967686088
Cap.F.2724	3068329	3047377	2439359	306	0.001545	17.5	f	1816	Primates	Cheirogaleidae	Microcebus_tanosi	best	1114	0.6134	400	2.785	854	215	807	0.22	++	79	133	45.6 (32.4,59.3)	62.1 (51.6,71.9)	37.5 (15.2,64.6)	66.7 (29.9,92.5)	200316_D00829_0327.lane1	40	0.05154203633291086	0.9656587603355664	0.5737275935764033	0.08983712289593232
Cap.F.2724	3068329	3047377	2439359	307	0.001954	13.7	f	1180	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	228	0.1932	119	1.9159	807	119	807	0.12	++	18	26	37.5 (18.8,59.4)	40.9 (20.7,63.6)	N/A (N/A,N/A)	0.0 (0.0,60.2)	200316_D00829_0327.lane1	40	0.048705413724425134	0.287283481199831	0.22405319693453174	0.21738325714967074
Cap.F.2724	3068329	3047377	2439359	3509	0.07515	61.7	f	28249	Perissodactyla	Equidae	Equus_ovodovi	best	27347	0.968	11719	2.3335	5845	11617	5826	12.26	++	1586	2439	38.1 (36.2,39.9)	21.1 (19.7,22.7)	38.4 (30.3,47.1)	18.9 (14.5,24.0)	200316_D00829_0327.lane1	40	0.3527672158850866	28.291387530931257	0.9999999999858499	0.35276721589007826
Cap.F.2724	3068329	3047377	2439359	357	0.004594	29.7	f	1519	Carnivora	Herpestidae	Herpestes_naso	best	354	0.233	163	2.1717	790	163	790	0.17	++	21	39	42.9 (24.5,62.8)	33.3 (16.5,54.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.04767940129156859	0.39350594483674334	0.2935237891735971	0.1624379455777938
Cap.F.2724	3068329	3047377	2439359	383	0.005117	19.9	f	1299	Carnivora	Viverridae	Arctictis_binturong	best	796	0.6127	413	1.9273	1421	384	1305	0.4	++	60	110	41.8 (31.5,52.6)	27.4 (18.2,38.2)	25.0 (0.6,80.6)	16.7 (0.4,64.1)	200316_D00829_0327.lane1	40	0.08576256865230249	0.9970426700464723	0.5853782738395864	0.14650794620335422
Cap.F.2724	3068329	3047377	2439359	398	0.001804	32.5	f	2265	Primates	Cebidae	Leontopithecus_rosalia	best	1158	0.5112	585	1.9794	628	557	617	0.58	++	75	146	38.1 (29.8,46.8)	24.5 (16.8,33.7)	50.0 (11.8,88.2)	27.3 (6.0,61.0)	200316_D00829_0327.lane1	40	0.03790210634317098	1.4122759369907658	0.7126457926866061	0.053185055931199265
Cap.F.2724	3068329	3047377	2439359	5342	0.07505	5.85	f	2497	Primates	Hominidae	Homo_sapiens	fixed	1031	0.4128	534	1.9307	11089	-	-	0.56	++	64	115	34.8 (26.1,44.2)	20.3 (14.1,27.7)	75.0 (34.9,96.8)	40.0 (16.3,67.7)	200316_D00829_0327.lane1	40	0.6692618745850685	1.2891544450479813	0.6796443118406126	0.9847237193416268
Cap.F.2724	3068329	3047377	2439359	5453	0.1627	407.0	f	204074	Carnivora	Hyaenidae	Crocuta_crocuta	best	200527	0.9826	48147	4.1648	12521	45818	11915	48.38	++	5831	8931	38.2 (37.3,39.1)	19.0 (18.3,19.8)	43.3 (38.7,47.9)	21.2 (18.6,23.9)	200316_D00829_0327.lane1	40	0.7556883336351017	116.2339308346913	1.0	0.7556883336351017
Cap.F.2724	3068329	3047377	2439359	552	0.001719	13.5	f	1423	Chiroptera	Pteropodidae	Pteropus_dasymallus	best	210	0.1475	123	1.7073	1119	90	1041	0.09	-	9	18	23.1 (5.0,53.8)	17.1 (6.6,33.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.06753575955096867	0.2969400688031867	0.23064138652034183	0.2928171763527455
Cap.F.2724	3068329	3047377	2439359	580	0.001649	18.6	f	1941	Eulipotyphla	Soricidae	Sorex_sinalis	best	677	0.3487	304	2.2269	1005	296	993	0.31	+	51	88	45.7 (35.2,56.4)	13.2 (6.5,22.9)	50.0 (1.3,98.7)	11.1 (0.3,48.2)	200316_D00829_0327.lane1	40	0.060655440883577764	0.7339006578550304	0.47692701861009545	0.12717971202458905
Cap.F.2724	3068329	3047377	2439359	720	0.001884	12.0	f	1514	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	387	0.2556	198	1.9545	945	193	881	0.2	+	17	45	34.4 (18.6,53.2)	17.6 (6.8,34.5)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	200316_D00829_0327.lane1	40	0.057034220532319393	0.4780010863661054	0.3443151121035385	0.1656454176056284
Cap.F.2724	3068329	3047377	2439359	761	0.001284	81.2	f	7045	Rodentia	Cricetidae	Microtus_cabrerae	best	4511	0.6403	1593	2.8317	1174	1593	1174	1.68	++	221	395	45.6 (39.9,51.3)	23.5 (19.4,28.2)	33.3 (14.6,57.0)	23.3 (9.9,42.3)	200316_D00829_0327.lane1	40	0.07085521153962218	3.8457360130363933	0.9664857614635085	0.0733122145869269
Cap.F.2724	3068329	3047377	2439359	805	0.001757	61.2	f	8601	Chiroptera	Vespertilionidae	Myotis_frater	best	2132	0.2478	734	2.9046	1188	589	1089	0.62	++	85	208	45.7 (36.4,55.2)	25.0 (17.9,33.3)	14.3 (0.4,57.9)	9.1 (0.2,41.3)	200316_D00829_0327.lane1	40	0.07170016295491581	1.7719838252157645	0.790841244080673	0.09066315583763578
Cap.F.2724	3068329	3047377	2439359	895	0.003396	10.8	f	2296	Carnivora	Mustelidae	Mustela_kathiah	best	330	0.1437	195	1.6923	1549	189	1470	0.19	++	36	59	44.1 (27.2,62.1)	45.7 (30.9,61.0)	0.0 (0.0,60.2)	0.0 (0.0,97.5)	200316_D00829_0327.lane1	40	0.09348783873498702	0.4707586456635886	0.34010852158222904	0.2748764961844221
Cap.F.2724	3068329	3047377	2439359	9268	0.01587	68.2	f	73005	Artiodactyla	Bovidae	Ovis_ammon_ammon	best	40773	0.5584	14245	2.8622	5769	12719	5649	13.43	++	1619	2708	38.1 (36.3,40.0)	21.1 (19.7,22.7)	31.8 (24.6,39.8)	21.3 (16.2,27.2)	200316_D00829_0327.lane1	40	0.3481803367734927	34.389522602450356	0.999999999999935	0.3481803367735153
Cap.F.2724	3068329	3047377	2439359	977	0.00103	19.3	f	3639	Rodentia	Muridae	Rattus_norvegicus	best	877	0.241	273	3.2124	875	273	875	0.28	++	61	112	56.5 (44.0,68.4)	33.8 (22.8,46.3)	33.3 (0.8,90.6)	11.1 (0.3,48.2)	200316_D00829_0327.lane1	40	0.05280946345585129	0.6590621039290241	0.4411933983927998	0.1196968577685616
Cap.F.2725	2560493	2538194	1998634	1020	0.01101	11.6	f	1857	Carnivora	Ursidae	Ursus_arctos	best	923	0.497	617	1.4959	2632	537	2507	0.64	++	81	140	37.5 (28.5,47.1)	32.0 (24.1,40.9)	33.3 (4.3,77.7)	16.7 (2.1,48.4)	200316_D00829_0327.lane1	40	0.1588508660752007	1.4895286378176111	0.73159380346043	0.217129868136988
Cap.F.2725	2560493	2538194	1998634	1127	0.005604	12.7	f	3931	Carnivora	Felidae	Panthera_uncia	best	2855	0.7262	1503	1.8995	2443	1458	2344	1.73	++	269	484	47.0 (41.4,52.7)	32.5 (28.0,37.3)	41.4 (23.5,61.1)	29.3 (16.1,45.5)	200316_D00829_0327.lane1	40	0.1474440219687368	3.628462791960891	0.9593977845163912	0.15368393001142866
Cap.F.2725	2560493	2538194	1998634	1141	0.02415	36.1	f	3647	Proboscidea	Elephantidae	Mammuthus_columbi	best	3415	0.9363	2033	1.6797	2514	2033	2514	2.42	++	310	517	42.8 (38.1,47.7)	29.3 (25.2,33.6)	39.1 (19.7,61.5)	23.1 (11.1,39.3)	200316_D00829_0327.lane1	40	0.15172913271772587	4.907960649405516	0.9868814661824902	0.15374605554672433
Cap.F.2725	2560493	2538194	1998634	1219	0.002179	17.4	f	4163	Rodentia	Sciuridae	Marmota_flaviventris	best	1616	0.3881	768	2.1041	1486	759	1474	0.9	++	109	253	47.0 (37.6,56.5)	32.4 (25.6,39.8)	50.0 (11.8,88.2)	33.3 (7.5,70.1)	200316_D00829_0327.lane1	40	0.08968555736616574	1.8540648198442875	0.8054642320513757	0.11134641837261028
Cap.F.2725	2560493	2538194	1998634	129	0.001388	10.9	f	178	Artiodactyla	Delphinidae	Lagenorhynchus_albirostris	best	86	0.4831	54	1.5925	528	46	509	0.05	+	6	7	40.0 (12.2,73.8)	22.2 (2.8,60.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	200316_D00829_0327.lane1	40	0.031866739091073695	0.13036393264530147	0.10873310643871548	0.29307301276299447
Cap.F.2725	2560493	2538194	1998634	1298	0.0281	38.5	f	6456	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	5663	0.8771	3189	1.7757	3773	3171	3705	3.78	++	466	732	44.5 (40.7,48.2)	29.1 (25.6,32.9)	48.8 (33.3,64.5)	33.3 (22.0,46.3)	200316_D00829_0327.lane1	40	0.22771440642163077	7.698714466775304	0.9988839558715273	0.2279688296954872
Cap.F.2725	2560493	2538194	1998634	135	0.001714	9.44	f	244	Pholidota	Manidae	Smutsia_temminckii	best	133	0.545	87	1.5287	672	87	672	0.1	+	16	27	72.2 (46.5,90.3)	15.4 (4.4,34.9)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	200316_D00829_0327.lane1	40	0.04055766793409379	0.2100307803729857	0.1692755927884545	0.23959548607092537
Cap.F.2725	2560493	2538194	1998634	1405	0.0111	7.14	f	1540	Carnivora	Canidae	Vulpes_vulpes	best	681	0.4422	448	1.52	1983	422	1877	0.5	++	44	84	32.9 (22.7,44.4)	22.1 (13.9,32.3)	33.3 (0.8,90.6)	25.0 (0.6,80.6)	200316_D00829_0327.lane1	40	0.11968133260908927	1.0815378115758343	0.6151870425772474	0.19454462517236973
