DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N_support	N_support_deam	N-HST_support	N-HST_support_deam	HST_support	HST_support_deam	D_support	D_support_deam	D-S_support	D-S_support_deam	S_support	S_support_deam	H_der	H_deam_der	N_der	N_deam_der	N-HST_der	N-HST_deam_der	HST_der	HST_deam_der	D_der	D_deam_der	D-S_der	D-S_deam_der	S_der	S_deam_der	
36	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2447	R3243	Lib.E.4392	Cap.G.9993	490	81	SP3612	E3150	stone tool	screening	AA75	Denisova Cave, Russia	Denisova, 11.3 proximal blade fragment	478.6	0.047667	1003996	875230	375657	96.9	365751	97.4	41044	8.91	0.8	1.8	0.6-0.9	1.5-2.3	0.0-19.5	0.0-28.5	-	359	^^^97.0% (4639 / 4781)	^^^81.8% (36 / 44)	0.1% (1 / 1542)	0.0% (0 / 16)	0.1% (2 / 2564)	0.0% (0 / 13)	0.1% (4 / 3454)	0.0% (0 / 23)	0.1% (10 / 7497)	0.0% (0 / 53)	0.6% (54 / 8797)	1.4% (1 / 72)	0.3% (18 / 6708)	0.0% (0 / 30)	(2056:192)(2523:751)(2831:173)(4940:179)(5580:190)(5821:227)(5840:208)(6266:105)(7868:146)(7891:154)(8021:188)(8065:184)(8461:43)(8503:67)(9325:120)(10324:145)(11770:208)(12474:182)(13095:238)(13359:214)(13656:146)(13889:120)(15148:170)(15355:147)(15443:142)	(2056:2)(2523:6)(4940:6)(5580:1)(5821:2)(5840:1)(7868:1)(8021:1)(8065:1)(8461:1)(8503:1)(9325:2)(10324:2)(11770:5)(12474:1)(13095:2)(15443:1)	(8386:1)		(547:1)(10532:1)		(11186:1)(11419:1)(13563:1)(13651:1)		(534:1)(596:2)(2402:1)(7961:1)(13434:1)(13635:2)(13923:1)(14971:1)		(486:1)(868:3)(1405:8)(4456:2)(4958:1)(6485:3)(6509:1)(6512:5)(6938:3)(7232:1)(7316:1)(8140:4)(8545:4)(9254:2)(9434:4)(9530:2)(9899:1)(13629:1)(14950:5)(15490:1)(15742:1)	(6938:1)	(4380:3)(11253:12)(12768:1)(14384:2)		
37	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2448	R3244	Lib.E.4393	Cap.G.9994	489	82	SP3669	E3151	stone tool	screening	AA75	Les Cottes Cave, France	Les Cottes, Chattelperronian remover	0	0	832159	800213	193112	63.8	187483	97.1	137287	1.37	0.6	1.6	0.6-0.7	1.4-1.9	0.0-9.0	0.0-28.5	-	851	^^^97.9% (13881 / 14177)	^^^82.2% (83 / 101)	0.1% (6 / 4886)	0.0% (0 / 25)	0.1% (8 / 6146)	0.0% (0 / 36)	0.2% (21 / 11030)	0.0% (0 / 69)	0.1% (18 / 20481)	1.6% (2 / 122)	0.7% (187 / 26689)	3.8% (6 / 160)	0.2% (32 / 20926)	0.0% (0 / 105)	(2056:437)(2523:3052)(2831:551)(4940:368)(5580:469)(5821:506)(5840:420)(6266:481)(7868:420)(7891:413)(8021:542)(8065:554)(8461:36)(8503:53)(9325:543)(10324:209)(11770:1011)(12474:372)(13095:948)(13359:1011)(13656:271)(13889:123)(15148:553)(15355:389)(15443:149)	(2056:1)(2523:22)(2831:3)(4940:3)(5580:1)(5821:1)(5840:2)(6266:4)(7868:5)(7891:4)(8021:4)(8065:2)(9325:1)(10324:2)(11770:5)(13095:9)(13359:5)(13656:4)(15148:2)(15355:2)(15443:1)	(3808:1)(8986:1)(9027:3)(9456:1)		(417:1)(4204:1)(4532:2)(7424:1)(11458:1)(15479:1)(16037:1)		(789:1)(8840:1)(11419:1)(13563:7)(13651:2)(13762:1)(14133:3)(14215:2)(14446:2)(16017:1)		(596:3)(928:1)(3832:1)(4659:1)(4959:1)(6566:1)(9966:1)(13434:1)(13635:2)(13923:1)(14954:3)(14971:2)	(596:1)(6566:1)	(486:2)(868:23)(1405:14)(2284:1)(3714:1)(4456:30)(4914:4)(4958:3)(6485:1)(6509:1)(6512:12)(6938:4)(7232:10)(7316:1)(7789:7)(8140:6)(8545:3)(9254:11)(9434:8)(9527:7)(9530:5)(9899:7)(12528:2)(12714:1)(14020:1)(14950:18)(15100:2)(15250:1)(15742:1)	(868:1)(1405:1)(4456:1)(7232:1)(14020:1)(14950:1)	(535:1)(1063:1)(3567:1)(3621:1)(4113:2)(4380:6)(5601:3)(6368:1)(8089:1)(11253:1)(11335:3)(13365:3)(13813:1)(13983:2)(14384:5)		
38	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2449	R3245	Lib.E.4394	Cap.G.9995	488	83	SP3672	E3152	stone tool	screening	AA75	Les Cottes Cave, France	Les Cottes, Mousterian knife	0	0	928209	880950	280960	80.4	273151	97.2	195735	1.40	0.4	0.9	0.4-0.5	0.8-1.0	0.0-10.1	0.1-15.8	-	970	^^^98.4% (20960 / 21300)	^^^89.5% (85 / 95)	0.1% (6 / 7100)	0.0% (0 / 44)	0.1% (9 / 9441)	0.0% (0 / 37)	0.1% (20 / 15460)	0.0% (0 / 72)	0.1% (24 / 29462)	0.7% (1 / 135)	0.6% (228 / 38811)	2.9% (6 / 208)	0.1% (26 / 30399)	0.9% (1 / 111)	(2056:755)(2523:4562)(2831:985)(4940:500)(5580:685)(5821:868)(5840:714)(6266:758)(7868:572)(7891:590)(8021:798)(8065:829)(8461:43)(8503:61)(9325:834)(10324:305)(11770:1451)(12474:525)(13095:1479)(13359:1387)(13656:412)(13889:198)(15148:892)(15355:522)(15443:235)	(2056:4)(2523:18)(2831:4)(4940:1)(5580:1)(5821:2)(5840:3)(6266:3)(7868:1)(7891:2)(8021:2)(8065:3)(8503:1)(9325:5)(10324:1)(11770:9)(12474:1)(13095:3)(13359:12)(13656:2)(13889:1)(15148:4)(15355:1)(15443:1)	(438:1)(7127:2)(8986:2)(9456:1)		(547:6)(3399:1)(4532:1)(7424:1)		(789:2)(9410:1)(13563:11)(13651:5)(13762:1)		(596:4)(3636:1)(4959:2)(6566:2)(7609:2)(7961:3)(9080:1)(13434:1)(13635:4)(13923:1)(14971:3)	(596:1)	(868:26)(1405:17)(2284:1)(3714:1)(3747:1)(4456:25)(4914:3)(4958:6)(6485:3)(6509:1)(6512:13)(6938:12)(7232:15)(7789:1)(8140:20)(8521:2)(8545:4)(9254:13)(9434:9)(9527:9)(9530:9)(9884:1)(12528:1)(13629:2)(14020:2)(14950:28)(15100:1)(15250:1)(15742:1)	(868:2)(6512:2)(6938:1)(9434:1)	(535:2)(1063:1)(3567:2)(3621:2)(4380:2)(5601:1)(6227:1)(6272:1)(6368:1)(11023:1)(11335:2)(13813:1)(14384:9)	(14384:1)	
39	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2450	R3246	Lib.E.4395	Cap.G.9996	487	84	SP3686	E3153	stone tool	screening	AA75	Denisova Cave, Russia	Denisova, 11.3 blade	0	0	638281	609811	209928	95.3	203414	96.9	148054	1.37	0.7	1.2	0.6-0.8	1.1-1.4	0.4-10.4	0.8-21.4	-	1051	^^^97.2% (16116 / 16586)	^^^80.3% (98 / 122)	0.1% (5 / 5353)	0.0% (0 / 25)	0.1% (8 / 7185)	0.0% (0 / 41)	0.2% (20 / 11810)	0.0% (0 / 62)	0.1% (26 / 21932)	0.7% (1 / 139)	0.9% (283 / 30166)	4.4% (8 / 182)	0.1% (27 / 23124)	0.0% (0 / 118)	(2056:590)(2523:3773)(2831:652)(4940:373)(5580:555)(5821:768)(5840:570)(6266:517)(7868:413)(7891:402)(8021:554)(8065:655)(8461:35)(8503:52)(9325:557)(10324:204)(11770:1104)(12474:359)(13095:1250)(13359:1066)(13656:293)(13889:154)(15148:660)(15355:388)(15443:172)	(2056:4)(2523:21)(2831:4)(4940:5)(5580:2)(5821:3)(6266:1)(7868:1)(7891:1)(8021:1)(8461:1)(9325:3)(10324:4)(11770:19)(12474:1)(13095:2)(13359:10)(13889:1)(15148:4)(15355:10)	(3808:1)(6200:1)(7127:1)(9027:1)(11950:1)		(547:4)(4532:1)(7424:1)(10532:1)(16037:1)		(8840:1)(13563:13)(13651:5)(14446:1)		(596:8)(736:2)(928:7)(6566:2)(9080:1)(9966:1)(10196:1)(13635:3)(14971:1)	(596:1)	(868:30)(1405:22)(3747:1)(3978:1)(4456:40)(4914:2)(4958:13)(6485:6)(6509:1)(6512:20)(6938:9)(7232:18)(7316:1)(7789:1)(8140:31)(8545:8)(9254:19)(9434:14)(9527:9)(9530:8)(9884:1)(11983:1)(12528:1)(12714:1)(13827:1)(14950:23)(15250:1)	(868:1)(1405:2)(6512:2)(7232:1)(8140:2)	(3338:1)(3621:1)(4380:1)(5601:1)(6227:1)(6368:1)(6614:1)(6668:1)(8089:2)(11253:5)(11335:1)(11473:1)(13365:1)(13958:1)(14218:1)(14384:7)		
40	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2451	R3247	Lib.E.4396	Cap.G.9997	486	85	SP3641	E3154	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane, Bone retoucher from Cervus elaphus	0	0	1946710	1873871	301773	72.4	293594	97.3	12635	23.24	2.1	2.7	1.6-2.8	2.0-3.6	0.0-41.0	0.0-28.5	-	188	^^^98.7% (1461 / 1480)	^^^77.8% (14 / 18)	0.0% (0 / 414)	0.0% (0 / 5)	0.0% (0 / 637)	0.0% (0 / 5)	0.7% (7 / 995)	11.1% (1 / 9)	0.0% (0 / 1980)	0.0% (0 / 23)	0.4% (11 / 2506)	0.0% (0 / 41)	0.2% (4 / 1972)	0.0% (0 / 19)	(2056:60)(2523:316)(2831:52)(4940:47)(5580:47)(5821:63)(5840:42)(6266:68)(7868:49)(7891:39)(8021:66)(8065:60)(8461:13)(8503:26)(9325:47)(10324:36)(11770:61)(12474:45)(13095:66)(13359:72)(13656:31)(13889:25)(15148:44)(15355:55)(15443:31)	(2523:9)(5840:1)(6266:2)(12474:1)(13359:1)					(9410:6)(13563:1)	(9410:1)			(1405:1)(4456:1)(6938:2)(8140:3)(8545:1)(9434:1)(9530:2)		(535:1)(11473:1)(13365:2)		
41	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2452	R3248	Lib.E.4397	Cap.G.9998	485	86	SP3646	E3155	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane, Bone retoucher from Cervus elaphus	0	0	1127816	1084395	136427	71.3	130861	95.9	3226	40.56	2.7	2.3	1.6-4.4	1.1-4.2	0.0-97.5	0.0-84.2	-	43	^^^97.6% (403 / 413)	^^^100.0% (5 / 5)	0.0% (0 / 142)	NA% (0 / 0)	0.0% (0 / 186)	0.0% (0 / 1)	2.1% (5 / 237)	0.0% (0 / 1)	0.4% (2 / 549)	9.1% (1 / 11)	0.4% (3 / 761)	0.0% (0 / 10)	0.0% (0 / 536)	0.0% (0 / 6)	(2056:19)(2523:16)(2831:24)(4940:9)(5580:9)(5821:35)(5840:33)(6266:12)(7868:17)(7891:18)(8021:10)(8065:17)(8461:4)(8503:10)(9325:18)(10324:11)(11770:27)(12474:10)(13095:21)(13359:22)(13656:11)(13889:8)(15148:16)(15355:15)(15443:11)	(2523:1)(2831:2)(5821:1)(5840:1)					(9410:5)		(928:1)(14954:1)	(928:1)	(14950:3)				
42	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2453	R3249	Lib.E.4398	Cap.G.9999	484	87	SP3649	E3156	bone tool	screening	AA75	Grotta Fumane, Italy	Fumane,Bone retoucher from Alces-Megaloceros	0	0	1243197	1197291	241289	98.0	233534	96.8	13753	16.98	0.6	1.5	0.3-0.9	1.0-2.1	0.0-36.9	0.0-97.5	-	109	^^^99.8% (1666 / 1669)	^^^87.5% (7 / 8)	0.0% (0 / 533)	0.0% (0 / 6)	0.0% (0 / 778)	0.0% (0 / 4)	2.5% (29 / 1183)	0.0% (0 / 4)	0.1% (3 / 2175)	0.0% (0 / 19)	0.4% (11 / 2959)	0.0% (0 / 29)	0.1% (2 / 2065)	0.0% (0 / 15)	(2056:41)(2523:444)(2831:57)(4940:38)(5580:57)(5821:66)(5840:57)(6266:56)(7868:27)(7891:35)(8021:58)(8065:52)(8461:15)(8503:21)(9325:64)(10324:33)(11770:65)(12474:48)(13095:159)(13359:57)(13656:37)(13889:35)(15148:64)(15355:50)(15443:30)	(2056:1)(5821:1)(5840:1)(6266:1)(8021:1)(8503:1)(11770:1)					(9410:28)(11074:1)		(5270:1)(6566:1)(10742:1)		(486:1)(868:9)(15490:1)		(6272:1)(10220:1)		
43	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2454	R3250	Lib.E.4399	Cap.H.1	483	88		E3158	control	screening	AA75		extraction negative	0	0	120549	116030	49823	99.4	48573	97.5	31541	1.54	0.7	0.9	0.5-0.9	0.7-1.2	0.0-21.8	0.0-19.5	-	308	^^^96.4% (2599 / 2697)	^^^81.0% (17 / 21)	0.0% (0 / 1076)	0.0% (0 / 15)	0.3% (4 / 1373)	0.0% (0 / 10)	0.1% (3 / 2201)	0.0% (0 / 23)	0.1% (4 / 4400)	0.0% (0 / 49)	1.6% (85 / 5477)	8.3% (4 / 48)	0.2% (10 / 4129)	3.3% (1 / 30)	(2056:81)(2523:482)(2831:99)(4940:70)(5580:102)(5821:97)(5840:95)(6266:121)(7868:59)(7891:73)(8021:91)(8065:119)(8461:3)(8503:5)(9325:95)(10324:55)(11770:218)(12474:73)(13095:140)(13359:166)(13656:60)(13889:28)(15148:124)(15355:99)(15443:44)	(2523:4)(2831:1)(4940:1)(5840:1)(6266:2)(7868:1)(7891:2)(11770:1)(13095:2)(13359:1)(15148:1)			(547:1)(4532:3)		(13563:3)		(534:1)(596:1)(6566:1)(8008:1)		(868:6)(1405:2)(3714:1)(4456:16)(4958:4)(6512:14)(6938:1)(7232:7)(7316:1)(8140:10)(8545:1)(9254:5)(9434:8)(9527:2)(9530:2)(11503:1)(11983:1)(13629:1)(14950:2)	(868:1)(4958:1)(6512:1)(9434:1)	(3621:1)(3672:1)(4380:3)(8089:1)(13365:2)(14384:2)	(14384:1)	
44	passed	ENC has more than 6000 human reads - mix up in the lab?		150827	A2457	R3251	Lib.E.4401	Cap.H.2	481	90			control	screening	AA75		lib neg control	0	0	117081	81912	13862	100.0	13805	99.6	30	460.17	25.0	0.0	0.6-80.6	0.0-45.9	N/A-N/A	N/A-N/A	-	1	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)															
50	passed			151218	R5598	R3831	Lib.E.4588	Cap.H.203	466	37	SP3871	E3407	sediment	screening	AA163	Denisova Cave, Russia	vial 49: DCE14-10 layer 11.1 SE face OSL, soil Denisova (Russia)	0	0	740312	730091	2074	0.5	1639	79.0	58	28.26	28.6	15.4	8.4-58.1	1.9-45.4	N/A-N/A	N/A-N/A	-	10	^^^100.0% (8 / 8)	^^100.0% (2 / 2)	NA% (0 / 0)	NA% (0 / 0)	100.0% (1 / 1)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 10)	0.0% (0 / 2)	0.0% (0 / 11)	0.0% (0 / 1)	0.0% (0 / 5)	NA% (0 / 0)	(5821:1)(5840:1)(8021:1)(8065:1)(11770:3)(12474:1)	(5821:1)(5840:1)			(3399:1)										
51	passed			151218	R5599	R3832	Lib.E.4589	Cap.H.204	467	38	SP3872	E3408	sediment	screening	AA163	Denisova Cave, Russia	vial 50: DCE14-11 layer 11.2 SE face OSL, soil Denisova (Russia)	0	0	636894	626140	966	0.3	684	70.8	73	9.37	50.0	58.3	24.7-75.3	27.7-84.8	15.8-100.0	6.8-93.2	++	25	^^^75.0% (9 / 12)	^^80.0% (4 / 5)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 3)	0.0% (0 / 15)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 2)	(8461:1)(8503:1)(11770:6)(12474:1)	(11770:4)													
52	passed			151218	R5600	R3833	Lib.E.4590	Cap.H.205	468	39	SP3873	E3409	sediment	screening	AA163	Denisova Cave, Russia	vial 51: DCE14-12 layer 11.3 SE face OSL, soil Denisova (Russia)	0	0	593317	581507	118365	77.2	115760	97.8	1202	96.31	3.5	3.4	1.7-6.4	1.5-6.7	0.0-70.8	N/A-N/A	-	34	^^^99.0% (100 / 101)	^^100.0% (3 / 3)	0.0% (0 / 38)	0.0% (0 / 3)	0.0% (0 / 70)	0.0% (0 / 4)	0.0% (0 / 84)	NA% (0 / 0)	0.5% (1 / 186)	0.0% (0 / 5)	0.0% (0 / 237)	0.0% (0 / 11)	0.0% (0 / 171)	0.0% (0 / 7)	(2056:8)(2523:12)(2831:5)(4940:3)(5821:1)(5840:3)(6266:4)(7868:11)(7891:9)(8021:2)(8065:3)(8461:3)(8503:5)(9325:6)(10324:3)(12474:2)(13095:1)(13656:2)(13889:1)(15148:6)(15355:4)(15443:6)	(2523:2)(15148:1)							(10742:1)						
53	passed			151218	R5601	R3834	Lib.E.4591	Cap.H.206	469	40	SP3874	E3410	sediment	screening	AA163	Denisova Cave, Russia	vial 52: DCE14-13 layer 11.4 SE face OSL, soil Denisova (Russia)	0	0	931348	917053	9541	2.1	8844	92.7	252	35.10	50.0	63.6	36.8-63.2	47.8-77.6	55.5-99.7	48.2-97.7	++	80	^^^44.4% (4 / 9)	50.0% (1 / 2)	^66.7% (2 / 3)	NA% (0 / 0)	^^^77.8% (7 / 9)	^^100.0% (2 / 2)	0.0% (0 / 9)	0.0% (0 / 2)	0.0% (0 / 50)	0.0% (0 / 15)	0.0% (0 / 42)	0.0% (0 / 12)	0.0% (0 / 28)	0.0% (0 / 8)	(5821:1)(5840:1)(11770:1)(15355:1)	(11770:1)	(8986:1)(11950:1)		(547:3)(3399:1)(4204:1)(4532:1)(7424:1)	(547:1)(4204:1)									
54	passed			151218	R5602	R3835	Lib.E.4592	Cap.H.207	470	41	SP3875	E3411	sediment	screening	AA163	Denisova Cave, Russia	vial 53: DCE14-14 layer 11.4 "wall side" SE face OSL, soil Denisova (Russia)	1.2	0.000161	722176	712294	348	0.1	145	41.7	60	2.42	46.2	66.7	19.2-74.9	22.3-95.7	0.0-97.5	N/A-N/A	++	10	^^^83.3% (5 / 6)	^^100.0% (2 / 2)	0.0% (0 / 2)	NA% (0 / 0)	^40.0% (2 / 5)	NA% (0 / 0)	0.0% (0 / 5)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 1)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	(6266:1)(9325:2)(11770:2)	(11770:2)			(547:1)(10532:1)										
55	passed			151218	R5603	R3836	Lib.E.4593	Cap.H.208	471	42	SP3876	E3412	sediment	screening	AA163	Denisova Cave, Russia	vial 54: DCE14-15 layer 14 "niche" SE face OSL, soil Denisova (Russia)	4.9	0.001032	474214	468440	3119	2.1	2719	87.2	275	9.89	28.6	45.5	17.9-41.3	28.1-63.6	0.6-80.6	1.3-98.7	++	52	^^^43.5% (10 / 23)	0.0% (0 / 5)	^42.9% (3 / 7)	NA% (0 / 0)	^^^40.0% (4 / 10)	NA% (0 / 0)	0.0% (0 / 23)	0.0% (0 / 3)	2.3% (1 / 43)	11.1% (1 / 9)	0.0% (0 / 47)	0.0% (0 / 6)	0.0% (0 / 43)	0.0% (0 / 9)	(2056:2)(4940:1)(5821:2)(5840:2)(8021:1)(13095:1)(13359:1)		(438:1)(3808:1)(7127:1)		(417:1)(3399:1)(13801:1)(15479:1)				(9966:1)	(9966:1)					
56	passed			151218	R5604	R3837	Lib.E.4594	Cap.H.209	472	43	SP3877	E3413	sediment	screening	AA163	Denisova Cave, Russia	vial 55: DCM14-9 layer 19? eastwall OSL, soil Denisova (Russia)	0	0	1274131	1255706	5517	1.2	4597	83.3	77	59.70	0.0	10.0	0.0-23.2	0.3-44.5	N/A-N/A	N/A-N/A	-	4	^^^90.9% (10 / 11)	0.0% (0 / 1)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 7)	0.0% (0 / 1)	(2523:3)(4940:1)(5580:1)(8461:3)(8503:1)(11770:1)														
57	passed			151218	R5605	R3838	Lib.E.4595	Cap.H.210	473	44	SP3878	E3414	sediment	screening	AA163	Denisova Cave, Russia	vial 56: DCM14-10 layer 21 eastwall OSL, soil Denisova (Russia)	71.4	0.007613	937778	913800	64904	31.6	62250	95.9	91	684.07	4.8	33.3	0.1-23.8	11.8-61.6	0.0-97.5	N/A-N/A	+	11	^^^80.0% (4 / 5)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 14)	NA% (0 / 0)	0.0% (0 / 23)	0.0% (0 / 1)	(2831:1)(8065:1)(8503:1)(13656:1)														
58	passed			151218	R5606	R3839	Lib.E.4596	Cap.H.211	474	45	SP3879	E3415	sediment	screening	AA163	Denisova Cave, Russia	vial 57: DCM14-11 layer 22.1 eastwall OSL, soil Denisova (Russia)	0	0	797930	782228	199599	93.6	193983	97.2	1020	190.18	1.2	0.9	0.3-3.5	0.0-5.1	0.0-97.5	N/A-N/A	-	8	^^^100.0% (82 / 82)	NA% (0 / 0)	2.3% (1 / 44)	NA% (0 / 0)	0.0% (0 / 61)	NA% (0 / 0)	0.0% (0 / 82)	NA% (0 / 0)	0.0% (0 / 172)	NA% (0 / 0)	0.0% (0 / 274)	0.0% (0 / 1)	0.0% (0 / 162)	0.0% (0 / 1)	(2523:1)(2831:5)(4940:5)(5580:1)(5821:2)(5840:2)(6266:7)(7868:2)(7891:2)(8021:7)(8065:11)(8461:10)(8503:5)(9325:1)(10324:3)(11770:6)(12474:6)(13359:1)(13656:3)(15148:1)(15443:1)		(8986:1)												
59	passed			151218	R5607	R3840	Lib.E.4597	Cap.H.212	475	46	SP3880	E3416	sediment	screening	AA163	Denisova Cave, Russia	vial 58: DCM14-12 layer 22.3 bottom southwall OSL, soil Denisova (Russia)	0	0	1046991	1033665	2195	0.6	1680	76.5	41	40.98	20.0	16.7	2.5-55.6	0.4-64.1	2.5-100.0	2.5-100.0	-	3	^^^100.0% (3 / 3)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 7)	0.0% (0 / 1)	0.0% (0 / 2)	NA% (0 / 0)	(7891:1)(11770:1)(15148:1)														
60	passed			151218	R5608	R3841	Lib.E.4598	Cap.H.213	476	47		E3417	control	screening	AA163		Regular Extraction Blank	0	0	76985	60729	24260	100.0	24244	99.9	100	242.44	5.0	6.7	0.1-24.9	0.2-31.9	0.0-97.5	N/A-N/A	-	2	^^^100.0% (5 / 5)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 9)	NA% (0 / 0)	0.0% (0 / 14)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	(8065:1)(8461:1)(11770:1)(13889:1)(15443:1)														
63	passed			151218	R5611	R3844	Lib.E.4601	Cap.H.216	479	50			control	screening	AA163		Library Negative Control	0	0	69175	50814	32939	100.0	32928	100.0	16	2058.00	0.0	0.0	0.0-70.8	0.0-70.8	N/A-N/A	N/A-N/A	-	1	^^100.0% (2 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	(13359:1)(15148:1)														
114	passed	One unexpected pair		160119	R5723	R4051	Lib.E.4769	Cap.H.300	475	78	SP3854	E3585	sediment	screening	AA163	Denisova Cave, Russia	vial 32: DCE14-D3 lower part of layer 15 c, soil sample, Denisova Cave (Russia)	0	0	1496187	1479410	8477	2.5	7465	88.1	137	54.49	44.4	40.0	25.5-64.7	19.1-63.9	29.2-100.0	29.2-100.0	++	22	^^^46.2% (6 / 13)	0.0% (0 / 1)	^50.0% (2 / 4)	50.0% (1 / 2)	0.0% (0 / 3)	0.0% (0 / 1)	0.0% (0 / 11)	NA% (0 / 0)	15.4% (2 / 13)	^^100.0% (2 / 2)	^19.0% (4 / 21)	0.0% (0 / 1)	0.0% (0 / 16)	0.0% (0 / 2)	(2831:1)(4940:2)(8461:1)(8503:1)(12474:1)		(438:1)(7127:1)	(7127:1)					(928:1)(3636:1)	(928:1)(3636:1)	(8521:1)(8545:1)(9254:2)				
115	passed	One unexpected pair		160119	R5724	R4052	Lib.E.4770	Cap.H.301	476	79	SP3855	E3586	sediment	screening	AA163	Denisova Cave, Russia	vial 33: DCE14-D4 top of layer 14 c, soil sample, Denisova Cave (Russia)	1.8	0.000214	843061	818333	1353	0.8	783	57.9	57	13.74	0.0	45.5	0.0-33.6	16.7-76.6	N/A-N/A	N/A-N/A	+	12	^^100.0% (5 / 5)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	(5580:1)(11770:4)	(11770:1)													
116	passed	One unexpected pair		160119	R5725	R4053	Lib.E.4771	Cap.H.302	477	80	SP3856	E3587	sediment	screening	AA163	Denisova Cave, Russia	vial 34: DCE14-D5 middle part of layer 13 c+b, soil sample, Denisova Cave (Russia)	1.4	0.000150	963651	952387	818	0.5	398	48.7	50	7.96	23.1	77.8	5.0-53.8	40.0-97.2	N/A-N/A	N/A-N/A	+	13	^^71.4% (5 / 7)	^^100.0% (4 / 4)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	(11770:5)	(11770:4)													
