DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	Unnamed: 64
11833	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20641	B25827	Lib.F.9208	Cap.E.7165	361	27	SP6684	E13834	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M29 Layer 20	4.9	0.000212	2331239.0	2298343.0	16750.0	2.9	11462.0	68.4	228.0	50.27	10.0	7.5	3.8-20.5	2.5-16.6	N/A-N/A	0.0-84.2	-	19.0	^^^92.0% (23 / 25)	^^100.0% (2 / 2)	0.0% (0 / 19)	0.0% (0 / 1)	0.0% (0 / 16)	0.0% (0 / 1)	0.0% (0 / 23)	NA% (0 / 0)	4.8% (2 / 42)	0.0% (0 / 1)	2.6% (1 / 38)	20.0% (1 / 5)	0.0% (0 / 22)	NA% (0 / 0)	(2523:5)(4904:1)(5840:1)(6266:1)(6452:1)(7868:3)(7891:2)(10307:1)(10324:1)(10750:1)(13095:3)(13656:1)(15443:1)(15667:1)	(2523:1)(4904:1)							(9254:1)(15490:1)		(12921:1)	(12921:1)			
11834	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20642	B25828	Lib.F.9209	Cap.E.7166	338	64	SP6685	E13835	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M30 Layer 19	5.9	0.000239	2466593.0	2429414.0	79997.0	40.3	56141.0	70.2	327.0	171.69	6.7	5.2	2.2-14.9	1.7-11.7	0.0-97.5	0.0-97.5	-	16.0	^^^90.6% (29 / 32)	100.0% (1 / 1)	0.0% (0 / 23)	0.0% (0 / 1)	0.0% (0 / 18)	NA% (0 / 0)	4.8% (1 / 21)	0.0% (0 / 1)	3.8% (3 / 80)	0.0% (0 / 1)	0.0% (0 / 85)	0.0% (0 / 1)	2.1% (1 / 48)	0.0% (0 / 1)	(4904:1)(4940:1)(6266:3)(6452:1)(7891:1)(8021:1)(8461:1)(9325:3)(9869:1)(10324:2)(10750:4)(12474:2)(13359:1)(13889:4)(15148:2)(15667:1)	(13889:1)					(12771:1)		(1761:1)(4958:2)				(1766:1)		
11836	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20647	B25830	Lib.F.9214	Cap.E.7168	301	66	SP6686	E13837	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M31 Layer 22.1	2.0	9.6e-05	2138654.0	2107115.0	67057.0	56.3	55041.0	82.1	422.0	130.43	5.3	0.9	2.0-11.2	0.0-4.7	N/A-N/A	0.0-70.8	-	15.0	^^^100.0% (35 / 35)	100.0% (1 / 1)	0.0% (0 / 46)	0.0% (0 / 2)	0.0% (0 / 32)	0.0% (0 / 1)	0.0% (0 / 68)	0.0% (0 / 5)	2.5% (3 / 120)	^50.0% (2 / 4)	0.0% (0 / 118)	0.0% (0 / 3)	0.0% (0 / 69)	0.0% (0 / 3)	(2523:1)(4904:1)(5580:1)(6266:2)(6452:3)(6641:1)(8021:1)(8065:1)(8461:1)(12474:1)(13095:4)(13359:2)(13656:2)(13889:1)(15355:7)(15443:1)(15649:2)(15667:3)	(6266:1)							(750:3)	(750:2)					
11837	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20648	B25831	Lib.F.9215	Cap.E.7169	336	48	SP6687	E13838	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M32 Layer 22.1	8.7	0.00037	2365854.0	2327302.0	84150.0	47.3	61331.0	72.9	342.0	179.33	7.8	4.0	2.9-16.2	1.1-10.0	0.0-97.5	0.0-97.5	-	14.0	^^^90.6% (29 / 32)	NA% (0 / 0)	0.0% (0 / 39)	0.0% (0 / 1)	0.0% (0 / 28)	NA% (0 / 0)	0.0% (0 / 41)	0.0% (0 / 5)	2.2% (2 / 90)	0.0% (0 / 4)	0.0% (0 / 96)	0.0% (0 / 1)	0.0% (0 / 46)	0.0% (0 / 4)	(2831:4)(4904:1)(5580:1)(8065:5)(8461:2)(10307:2)(13095:2)(13359:3)(13889:3)(15148:5)(15649:1)								(3714:1)(10547:1)						
11838	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20649	B25832	Lib.F.9216	Cap.E.7170	380	3	SP6688	E13839	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M33 Layer 22.1	59.8	0.003145	1902623.0	1870161.0	119205.0	87.5	103443.0	86.8	879.0	117.68	2.1	1.9	0.6-5.4	0.5-4.7	0.0-84.2	0.0-97.5	-	27.0	^^^100.0% (97 / 97)	^^100.0% (2 / 2)	1.2% (1 / 81)	33.3% (1 / 3)	0.0% (0 / 64)	0.0% (0 / 2)	1.4% (1 / 73)	NA% (0 / 0)	4.5% (10 / 224)	0.0% (0 / 7)	0.0% (0 / 261)	0.0% (0 / 3)	0.8% (1 / 119)	0.0% (0 / 4)	(2056:4)(2523:13)(2831:3)(4904:2)(4940:7)(5387:3)(5580:3)(5821:4)(5840:9)(6266:4)(6452:2)(6641:2)(7868:4)(8021:5)(8065:2)(8503:2)(9869:1)(10307:1)(10324:1)(10750:1)(12474:2)(13095:2)(13359:1)(13656:3)(13889:2)(15148:4)(15355:1)(15443:1)(15649:4)(15667:4)	(6266:1)(15148:1)	(6260:1)	(6260:1)			(16083:1)		(4958:7)(9075:1)(10172:1)(11016:1)				(4977:1)		
11839	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20650	B25833	Lib.F.9217	Cap.E.7171	388	63	SP6689	E13840	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M34 Layer 22.1	20.4	0.000858	2375541.0	2337023.0	125453.0	93.0	108145.0	86.2	800.0	135.18	2.6	3.2	0.7-6.6	1.3-6.5	0.0-84.2	N/A-N/A	-	25.0	^^^98.8% (82 / 83)	^^100.0% (3 / 3)	0.0% (0 / 60)	NA% (0 / 0)	0.0% (0 / 37)	0.0% (0 / 2)	0.0% (0 / 92)	0.0% (0 / 3)	0.0% (0 / 169)	0.0% (0 / 4)	0.0% (0 / 200)	0.0% (0 / 6)	0.0% (0 / 107)	0.0% (0 / 3)	(2056:4)(2523:3)(4904:2)(4940:2)(5387:14)(5580:2)(6266:5)(7868:1)(7891:6)(8461:1)(8503:1)(9325:11)(10307:1)(10324:2)(13359:5)(13656:2)(13889:2)(15355:15)(15443:3)	(9325:2)(13656:1)													
11840	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20651	B25834	Lib.F.9218	Cap.E.7172	341	74	SP6690	E13841	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M35 Layer 20/21	6200.3	0.337577	1836696.0	1804896.0	64567.0	91.5	53295.0	82.5	5190.0	10.27	5.5	3.3	4.2-6.9	2.4-4.3	13.7-78.8	12.2-73.8	+	211.0	^^^98.7% (394 / 399)	^^^75.0% (3 / 4)	0.8% (3 / 367)	10.5% (2 / 19)	0.0% (0 / 273)	0.0% (0 / 10)	1.7% (8 / 475)	0.0% (0 / 13)	3.4% (43 / 1272)	^^^35.6% (16 / 45)	3.1% (32 / 1044)	^^^36.1% (13 / 36)	3.4% (22 / 649)	0.0% (0 / 19)	(2056:5)(2523:54)(2831:12)(4904:10)(4940:10)(5387:6)(5580:10)(5821:4)(5840:6)(6266:8)(6452:29)(6641:2)(7868:10)(7891:16)(8021:15)(8065:23)(8461:1)(9325:13)(9869:13)(10307:9)(10324:7)(10750:10)(11590:9)(12474:13)(13095:10)(13359:23)(13656:12)(13889:3)(15148:16)(15355:17)(15443:3)(15649:7)(15667:8)	(6452:1)(15148:1)(15649:1)	(417:1)(11527:1)(12070:1)	(417:1)(12070:1)			(13563:8)		(282:1)(1009:1)(1405:1)(1761:1)(2955:1)(3277:1)(4456:1)(4991:1)(6483:2)(6485:2)(6509:1)(6935:1)(8140:1)(8152:1)(8521:1)(8545:2)(8677:1)(9168:1)(9434:1)(10223:1)(10547:1)(10670:1)(11147:2)(12311:1)(12528:1)(13629:2)(13968:1)(14073:1)(14494:1)(14839:1)(15100:3)(15250:2)(15490:1)(15742:1)(15941:1)	(1009:1)(2955:1)(3277:1)(4456:1)(6935:1)(8545:1)(10223:1)(10547:1)(12528:1)(13629:1)(13968:1)(14839:1)(15100:1)(15250:1)(15742:1)(15941:1)	(928:2)(3357:4)(3636:1)(3870:1)(3888:1)(4092:1)(4622:1)(5021:1)(5270:1)(6917:2)(7741:2)(8008:1)(9566:2)(10196:1)(12193:1)(12921:3)(13434:1)(13528:1)(13635:1)(13923:1)(15562:1)(16081:1)(16487:1)	(3357:3)(4092:1)(4622:1)(6917:2)(7741:1)(12921:3)(13434:1)(13635:1)	(5601:21)(15640:1)		
11841	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20652	B25835	Lib.F.9219	Cap.E.7173	353	29	SP6691	E13842	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M36 Layer 20	668.7	0.035143	1902892.0	1867852.0	167926.0	84.4	149956.0	89.3	1978.0	75.81	4.8	1.7	2.9-7.5	0.7-3.3	N/A-N/A	0.0-41.0	-	63.0	^^^95.9% (162 / 169)	^^^70.0% (7 / 10)	0.0% (0 / 165)	0.0% (0 / 6)	0.0% (0 / 109)	0.0% (0 / 3)	2.9% (6 / 210)	0.0% (0 / 9)	3.2% (14 / 435)	5.0% (1 / 20)	2.2% (9 / 409)	13.3% (2 / 15)	2.6% (8 / 305)	0.0% (0 / 9)	(2056:3)(2523:10)(2831:12)(4904:2)(4940:9)(5387:5)(5580:4)(5821:2)(5840:1)(6266:6)(6452:3)(6641:2)(7868:3)(7891:6)(8021:4)(8065:3)(8461:2)(8503:2)(9325:2)(9869:5)(10307:6)(10324:3)(10750:4)(11590:3)(12474:3)(13095:1)(13359:11)(13656:10)(13889:5)(15148:11)(15355:10)(15649:4)(15667:5)	(2831:2)(4940:1)(6266:2)(8021:1)(13656:1)					(12771:1)(13563:3)(13681:1)(16083:1)		(4958:7)(6935:2)(6938:2)(8203:1)(12528:2)	(4958:1)	(4622:2)(4659:4)(6917:1)(10742:1)(13528:1)	(4659:2)	(5601:7)(6227:1)		
11842	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20653	B25836	Lib.F.9220	Cap.E.7174	329	89	SP6692	E13843	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M37 Layer 22.1	0.0	0.0	2375247.0	2335532.0	134325.0	59.0	110529.0	82.3	727.0	152.03	9.3	5.2	4.6-16.5	2.3-9.9	0.0-84.2	0.0-70.8	-	26.0	^^^98.3% (57 / 58)	^^100.0% (5 / 5)	2.7% (3 / 110)	0.0% (0 / 3)	0.0% (0 / 58)	0.0% (0 / 2)	0.0% (0 / 88)	0.0% (0 / 2)	0.0% (0 / 123)	0.0% (0 / 5)	0.0% (0 / 234)	0.0% (0 / 2)	0.0% (0 / 96)	0.0% (0 / 6)	(2523:16)(5387:5)(5580:1)(6266:2)(6452:1)(7868:1)(7891:3)(8461:1)(10307:1)(10324:1)(10750:9)(12474:1)(13095:3)(13656:7)(13889:1)(15148:2)(15355:1)(15443:1)	(2523:4)(13095:1)	(16244:3)												
11843	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20654	B25837	Lib.F.9221	Cap.E.7175	392	7	SP6693	E13844	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M38 Layer 22.1	16.3	0.000655	2488617.0	2447805.0	62448.0	54.4	41738.0	66.8	209.0	199.7	8.3	3.3	2.3-20.0	0.1-17.2	N/A-N/A	N/A-N/A	-	9.0	^^^96.2% (25 / 26)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 1)	0.0% (0 / 31)	0.0% (0 / 1)	0.0% (0 / 46)	0.0% (0 / 1)	0.0% (0 / 29)	0.0% (0 / 1)	(2523:1)(4940:3)(5580:1)(5821:3)(5840:3)(10750:1)(12474:3)(13095:2)(13359:1)(13889:1)(15649:3)(15667:3)														
11844	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20655	B25838	Lib.F.9222	Cap.E.7176	303	79	SP6694	E13845	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M39 Layer 22.1	0.0	0.0	2251200.0	2212457.0	80185.0	68.2	68578.0	85.5	536.0	127.94	5.4	1.9	2.0-11.3	0.4-5.5	N/A-N/A	0.0-84.2	-	13.0	^^^95.7% (90 / 94)	^^^100.0% (3 / 3)	0.0% (0 / 46)	0.0% (0 / 1)	0.0% (0 / 57)	0.0% (0 / 1)	1.5% (1 / 67)	NA% (0 / 0)	1.9% (3 / 156)	0.0% (0 / 2)	0.7% (1 / 148)	100.0% (1 / 1)	0.0% (0 / 95)	0.0% (0 / 5)	(2831:1)(4904:1)(4940:1)(5387:8)(5580:3)(5821:1)(5840:2)(6266:7)(6452:2)(7868:21)(7891:17)(8021:1)(9325:4)(10307:3)(10324:1)(12474:1)(13095:1)(13359:1)(13889:1)(15148:7)(15443:2)(15649:1)(15667:3)	(6266:1)(7868:1)(7891:1)					(390:1)		(7232:1)(8203:1)(9899:1)		(13434:1)	(13434:1)			
11845	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20656	B25839	Lib.F.9223	Cap.E.7177	344	28	SP6695	E13846	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M40 Layer 22.1	0.0	0.0	2886840.0	2843821.0	72110.0	20.8	48075.0	66.7	250.0	192.3	12.5	4.3	4.7-25.2	0.9-12.0	0.0-97.5	0.0-97.5	-	12.0	^^^86.7% (26 / 30)	0.0% (0 / 2)	11.1% (2 / 18)	NA% (0 / 0)	0.0% (0 / 32)	0.0% (0 / 1)	0.0% (0 / 18)	NA% (0 / 0)	1.9% (1 / 54)	0.0% (0 / 2)	2.3% (1 / 43)	NA% (0 / 0)	0.0% (0 / 28)	NA% (0 / 0)	(2056:1)(2523:2)(2831:2)(4904:5)(6641:1)(8021:3)(8461:4)(9869:2)(10307:1)(10324:1)(12474:1)(13359:3)		(417:2)						(9647:1)		(8784:1)				
11846	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20657	B25840	Lib.F.9224	Cap.E.7178	342	26	SP6696	E13847	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M41 Layer 22.1	0.0	0.0	2208259.0	2172142.0	138440.0	66.7	120171.0	86.8	921.0	130.48	9.2	4.9	5.5-14.4	2.6-8.4	0.0-70.8	0.0-45.9	-	44.0	^^^100.0% (74 / 74)	100.0% (1 / 1)	0.0% (0 / 86)	NA% (0 / 0)	0.0% (0 / 90)	0.0% (0 / 1)	2.0% (2 / 99)	0.0% (0 / 2)	1.9% (5 / 258)	0.0% (0 / 17)	0.0% (0 / 259)	0.0% (0 / 10)	1.0% (1 / 98)	0.0% (0 / 3)	(2056:1)(2523:3)(2831:1)(4904:9)(4940:6)(5821:3)(5840:5)(6266:1)(6452:1)(6641:2)(7868:5)(8065:1)(9325:2)(9869:5)(10307:6)(10324:5)(12474:4)(13095:3)(13359:2)(13889:4)(15148:5)	(6641:1)					(7702:1)(9355:1)		(8203:2)(11147:3)				(12768:1)		
11847	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20658	B25841	Lib.F.9225	Cap.E.7179	362	93	SP6697	E13848	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M42 Layer 22.1	29.1	0.001316	2210293.0	2167847.0	79098.0	100.0	59255.0	74.9	293.0	202.24	6.9	1.1	1.9-16.7	0.0-5.7	N/A-N/A	0.0-84.2	-	10.0	^^^96.4% (27 / 28)	NA% (0 / 0)	0.0% (0 / 22)	NA% (0 / 0)	0.0% (0 / 20)	NA% (0 / 0)	0.0% (0 / 32)	NA% (0 / 0)	1.2% (1 / 82)	0.0% (0 / 3)	0.0% (0 / 75)	NA% (0 / 0)	0.0% (0 / 46)	0.0% (0 / 6)	(2831:1)(4904:1)(4940:5)(5387:1)(5580:1)(6266:2)(6452:1)(8461:1)(9325:1)(10307:1)(10324:1)(10750:1)(12474:1)(13656:1)(15148:1)(15443:1)(15649:2)(15667:4)								(8677:1)						
11848	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20659	B25842	Lib.F.9226	Cap.E.7180	312	95	SP6698	E13849	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M43 Layer 22.1	0.0	0.0	2356092.0	2318930.0	47580.0	14.9	26637.0	56.0	174.0	153.09	3.1	0.0	0.1-16.2	0.0-7.9	N/A-N/A	N/A-N/A	-	2.0	^^^100.0% (18 / 18)	NA% (0 / 0)	0.0% (0 / 13)	NA% (0 / 0)	0.0% (0 / 15)	0.0% (0 / 1)	0.0% (0 / 13)	NA% (0 / 0)	9.4% (3 / 32)	100.0% (1 / 1)	2.7% (1 / 37)	NA% (0 / 0)	0.0% (0 / 22)	NA% (0 / 0)	(5387:2)(5840:5)(6452:2)(6641:1)(8065:2)(10307:1)(10324:1)(12474:1)(15355:1)(15443:1)(15667:1)								(1405:1)(14476:1)(14956:1)	(1405:1)	(14954:1)				
11849	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20660	B25843	Lib.F.9227	Cap.E.7181	347	75	SP6699	E13850	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M44 Layer 22.1	11.0	0.000496	2211430.0	2179653.0	42385.0	12.8	29230.0	69.0	319.0	91.63	4.2	2.7	0.9-11.9	0.3-9.5	N/A-N/A	N/A-N/A	-	12.0	^^^100.0% (30 / 30)	100.0% (1 / 1)	0.0% (0 / 28)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 24)	NA% (0 / 0)	1.1% (1 / 94)	0.0% (0 / 1)	0.0% (0 / 76)	0.0% (0 / 1)	0.0% (0 / 48)	0.0% (0 / 2)	(4904:1)(5580:4)(6266:4)(7891:1)(8065:2)(8461:1)(8503:1)(9869:1)(11590:2)(12474:3)(13095:4)(13359:1)(13889:3)(15443:1)(15667:1)	(13095:1)							(868:1)						
11850	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20661	B25844	Lib.F.9228	Cap.E.7182	314	41	SP6700	E13851	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M45 Layer 22.1	2.6	0.000102	2575920.0	2531588.0	242568.0	88.5	219563.0	90.5	2026.0	108.37	4.7	3.2	2.7-7.7	1.8-5.4	2.5-100.0	0.4-64.1	-	65.0	^^^98.2% (108 / 110)	100.0% (1 / 1)	0.0% (0 / 352)	0.0% (0 / 4)	0.3% (1 / 298)	50.0% (1 / 2)	0.0% (0 / 158)	0.0% (0 / 5)	1.1% (3 / 271)	0.0% (0 / 11)	0.0% (0 / 782)	0.0% (0 / 14)	0.6% (1 / 174)	0.0% (0 / 15)	(2056:1)(2831:1)(4904:4)(4940:3)(5387:1)(5580:1)(5821:1)(5840:1)(6266:3)(6641:1)(7868:6)(7891:4)(8021:1)(8065:2)(8461:5)(8503:1)(9325:15)(9869:1)(10307:4)(10750:2)(11590:2)(12474:4)(13359:3)(13889:10)(15148:10)(15355:7)(15443:1)(15649:6)(15667:7)	(15649:1)			(3918:1)	(3918:1)			(4958:3)				(3338:1)		
11851	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20662	B25845	Lib.F.9229	Cap.E.7183	374	20	SP6701	E13852	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M46 Layer 22.1	3.6	0.000164	2218999.0	2182139.0	111572.0	91.8	95014.0	85.2	956.0	99.39	0.9	1.1	0.1-3.3	0.2-3.3	0.0-97.5	0.0-97.5	-	20.0	^^^99.2% (127 / 128)	NA% (0 / 0)	0.0% (0 / 92)	NA% (0 / 0)	0.0% (0 / 56)	0.0% (0 / 3)	0.0% (0 / 117)	0.0% (0 / 1)	3.4% (10 / 297)	0.0% (0 / 2)	0.0% (0 / 252)	0.0% (0 / 4)	0.0% (0 / 158)	0.0% (0 / 4)	(2056:2)(2523:1)(2831:2)(4904:2)(4940:2)(5387:3)(5580:15)(5821:3)(5840:4)(6452:3)(6641:3)(7868:8)(7891:10)(8021:10)(8065:4)(8461:1)(8503:5)(9325:7)(9869:1)(10307:1)(10324:1)(10750:4)(11590:2)(12474:1)(13359:5)(13656:2)(13889:3)(15148:2)(15355:6)(15443:1)(15649:7)(15667:6)								(3747:1)(7232:4)(8152:1)(8677:2)(9530:1)(9899:1)						
11855	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20666	B25849	Lib.F.9233	Cap.E.7187	323	60	SP6702	E13856	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M47 Layer 22.1	428.4	0.016879	2538176.0	2495482.0	92479.0	89.2	75333.0	81.5	446.0	168.91	3.4	1.0	0.7-9.6	0.0-5.3	N/A-N/A	0.0-97.5	-	15.0	^^^100.0% (39 / 39)	NA% (0 / 0)	0.0% (0 / 40)	NA% (0 / 0)	0.0% (0 / 40)	NA% (0 / 0)	0.0% (0 / 28)	0.0% (0 / 5)	0.9% (1 / 108)	0.0% (0 / 5)	0.7% (1 / 152)	0.0% (0 / 4)	1.3% (1 / 77)	0.0% (0 / 1)	(4904:5)(4940:4)(5387:1)(5580:2)(5821:1)(6266:1)(6641:2)(7868:2)(7891:1)(8461:1)(8503:1)(9325:1)(9869:5)(10307:1)(10324:1)(11590:6)(12474:1)(13656:1)(15355:1)(15443:1)								(8677:1)		(5539:1)		(6272:1)		
11856	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20667	B25850	Lib.F.9234	Cap.E.7188	304	51	SP6703	E13857	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M48 Layer 22.1	0.0	0.0	2429303.0	2383809.0	95641.0	35.9	72551.0	75.9	412.0	176.09	4.5	3.5	0.9-12.7	1.0-8.7	N/A-N/A	0.0-97.5	-	11.0	^^^96.8% (30 / 31)	^^100.0% (2 / 2)	0.0% (0 / 51)	0.0% (0 / 1)	0.0% (0 / 22)	0.0% (0 / 1)	0.0% (0 / 30)	0.0% (0 / 2)	2.3% (3 / 128)	0.0% (0 / 3)	0.0% (0 / 116)	0.0% (0 / 3)	0.0% (0 / 50)	0.0% (0 / 1)	(2831:5)(4904:1)(6452:4)(6641:1)(7868:2)(7891:2)(8021:1)(8461:1)(8503:1)(9869:1)(10307:1)(13359:1)(13889:2)(15148:4)(15649:1)(15667:2)	(6452:1)(15148:1)							(4914:1)(14605:2)						
11858	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20671	B25852	Lib.F.9238	Cap.E.7190	313	73	SP6704	E13859	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M49 Layer 19	0.0	0.0	2550262.0	2521864.0	5888.0	0.9	2101.0	35.7	259.0	8.11	23.5	17.7	12.8-37.5	9.2-29.5	0.0-97.5	0.0-60.2	+	42.0	^^^80.0% (12 / 15)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 1)	12.5% (1 / 8)	0.0% (0 / 2)	0.0% (0 / 16)	NA% (0 / 0)	^^^36.5% (23 / 63)	^^55.6% (5 / 9)	2.0% (1 / 50)	0.0% (0 / 2)	0.0% (0 / 23)	0.0% (0 / 2)	(2056:1)(2831:1)(5821:1)(5840:1)(6452:1)(10307:2)(10324:2)(13889:2)(15443:1)				(15789:1)				(868:2)(2955:17)(3277:1)(9647:2)(11503:1)	(2955:4)(11503:1)	(2404:1)				
11859	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20672	B25853	Lib.F.9239	Cap.E.7191	393	68	SP6705	E13860	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M50 Layer 19	32.7	0.001262	2589185.0	2559139.0	6140.0	0.9	1884.0	30.7	197.0	9.56	20.0	13.8	9.6-34.6	6.1-25.4	0.0-70.8	0.0-84.2	-	41.0	^66.7% (2 / 3)	NA% (0 / 0)	11.1% (1 / 9)	0.0% (0 / 1)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 2)	^^^22.0% (9 / 41)	33.3% (2 / 6)	^21.1% (8 / 38)	^50.0% (2 / 4)	0.0% (0 / 13)	0.0% (0 / 2)	(12474:1)(15649:1)		(417:1)						(1009:1)(2955:5)(3978:1)(8203:1)(13629:1)	(2955:1)(8203:1)	(3357:1)(3957:2)(4092:1)(5447:1)(7961:1)(10742:1)(13635:1)	(4092:1)(5447:1)			
11860	passed	over 1000 hominin sequences in ENCs	inclDenSedEZ2021	190312_D00829_0232.lane2	A20673	B25854	Lib.F.9240	Cap.E.7192	363	39	SP6706	E13861	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber M51 Layer 19	18.3	0.000753	2435340.0	2406396.0	7023.0	1.0	2620.0	37.3	293.0	8.94	42.7	25.6	31.3-54.6	16.6-36.4	11.8-88.2	7.5-70.1	++	84.0	^^^57.7% (15 / 26)	0.0% (0 / 4)	10.5% (2 / 19)	0.0% (0 / 4)	6.2% (1 / 16)	0.0% (0 / 3)	0.0% (0 / 17)	0.0% (0 / 8)	^^^30.7% (23 / 75)	^^^34.4% (11 / 32)	^^^26.9% (14 / 52)	^^^71.4% (5 / 7)	0.0% (0 / 28)	0.0% (0 / 5)	(2056:1)(2523:2)(5821:2)(5840:1)(6641:1)(8065:1)(13359:3)(13889:2)(15649:1)(15667:1)		(7106:1)(7424:1)		(7127:1)				(750:1)(1405:1)(2955:12)(3277:1)(7232:1)(12420:1)(12756:1)(12801:1)(13827:1)(14073:1)(15250:2)	(2955:6)(7232:1)(12420:1)(12801:1)(14073:1)(15250:1)	(596:1)(3357:1)(3832:1)(4047:1)(4622:1)(7741:1)(8772:1)(8784:1)(9566:1)(9932:1)(9966:1)(12921:1)(13434:2)	(3357:1)(4047:1)(4622:1)(8772:1)(8784:1)			
